input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
Blue Star Memorial Highway,Blue Star,highway,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,,[],,,,,,,,,
Bonnie Huy Memorial Highway,Bonnie Huy,highway,,,,,,,,,,,politician,,female,1935-01-01,2013-05-09,https://en.wikipedia.org/wiki/Bonnie_Huy,,[],,,,,,,,,
COII Trenton J. Brinkman Memorial Highway,COII Trenton J Brinkman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CPL Allen E. Oatney and SP4 Gene A. Meyers Memorial Highway,CPL Allen E Oatney and SP4 Gene A Meyers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CPL Monte Wayne Forrest Memorial Highway,CPL Monte Wayne Forrest,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cannonball Stageline Highway,Cannonball Stageline,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cessna Boulevard,Cessna,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cessna,,[],,,,,,,,,
Charles Sheldon Trafficway,Charles Sheldon Trafficway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chisholm Trail,Chisholm,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Chisholm_(surname),,[],,,,,,,,,
Civil War Veterans Memorial Highway,Civil War Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clayton J. Connell Memorial Highway,Clayton J Connell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Coach Bill Snyder Highway,Coach Bill Snyder,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Danny J. Petersen Memorial Highway,Danny J Petersen,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
David Mee Memorial Highway,David Mee,highway,,,,,,,,,,,politician,,,,,,,[],,,,,,,,,
Deputy Todd Widman Memorial Highway Last Call 3-1-2000,Deputy Todd Widman Memorial Highway Last Call 312000,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dillingham Freeway,Dillingham Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Martin Luther King Jr. Memorial Highway,Dr Martin Luther King Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Eisenhower Memorial Highway,Eisenhower,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Eisenhower_(surname),,[],,,,,,,,,
Eisenhower/Truman Presidential Highway,EisenhowerTruman Presidential,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
First Responders Memorial Highway,First Responders,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/First_responder,,[],,,,,,,,,
Floyd H. Robinson Memorial Highway Vietnam MIA,Floyd H Robinson Memorial Highway Vietnam MIA,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Frank Carlson Memorial Highway,Frank Carlson,highway,,,,,,,,,,,politician,Swedish Americans,male,1893-01-23,1987-05-30,https://en.wikipedia.org/wiki/Frank_Carlson,,[],,,,,,,,,
Frankfort Boys World War II Memorial Highway,Frankfort Boys World War II,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George Ablah Expressway,George Ablah,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor John Anderson Jr. Highway,Governor John Anderson Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Great Plains Indian Highway,Great Plains Indian,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Great_Plains_First_Nations_trading_networks,,[],,,,,,,,,
Harper County Veterans Memorial Highway,Harper County Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harry Darby Memorial Highway,Harry Darby,highway,,,,,,,,,,,politician,,male,1895-01-23,1987-01-17,https://en.wikipedia.org/wiki/Harry_Darby,,[],,,,,,,,,
Home on the Range Highway,Home on the Range,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Home_on_the_Range_(2004_film),,[],,,,,,,,,
John Armstrong Memorial Highway,John Armstrong,highway,,,,,,,,,,,poet,,male,1709-01-01,1779-09-07,https://en.wikipedia.org/wiki/John_Armstrong_(poet),,[],,,,,,,,,
John Bower Memorial Highway,John Bower,highway,,,,,,,,,,,physicist,,male,1911-10-03,1957-08-12,,,[],,,,,,,,,
John Neal Memorial Highway,John Neal,highway,,,,,,,,,,,association football player,,male,1932-04-13,2014-11-23,"https://en.wikipedia.org/wiki/John_Neal_(footballer,_born_1932)",,[],,,,,,,,,
"John Troy, Pete Hughes, and Earl Seifert Highway",John Troy Pete Hughes and Earl Seifert,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Kaw Valley Scenic Highway,Kaw Valley Scenic,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ken W Brock Memorial Highway,Ken W Brock,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Kenneth W. Bernard Memorial Highway,Kenneth W Bernard,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Kickapoo Veterans Memorial Highway,Kickapoo Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Korean War Veterans Memorial Highway,Korean War Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Korean_War_Veterans_Parkway,,[],,,,,,,,,
Lane Freedom Trail,Lane Freedom,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lewis and Clark Expedition Route,Lewis and Clark Expedition Route,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lieutenant Bernard C. Hill Memorial Highway,Lieutenant Bernard C Hill,highway,https://www.odmp.org/officer/6499-lieutenant-bernard-c-hill,Lieutenant Bernard C. Hill,"Lieutenant Bernard Hill was killed in an automobile accident when his patrol car was struck by a vehicle that had crossed the center median of the Kansas Turnpike, near Andover. The vehicle had been towing a trailer that jackknifed on the slick road surface and broke free. Both the vehicle and the trailer crossed the median and the vehicle struck Lieutenant Hill's patrol car head-on.  trailer that had broken free from another vehicle driving in the opposite direction. The passenger of the other vehicle was killed and the driver was seriously injured. Lieutenant Hill had served with the agency for 21 years. He was survived by his wife and two children.",Not available,21 years,71,Automobile crash,"Sunday, May 28, 1967",Cause: Automobile crash,98.03921568627452,,,,,,,,[],,,,,,,,,
Maisie DeVore Highway,Maisie DeVore,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Martin Luther King Jr. Memorial Highway,Martin Luther King Jr,highway,,,,,,,,,,,pastor,African Americans,male,1929-01-15,1968-04-04,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.,,[],,,,,,,,,
Master Deputy Brandon Collins Memorial Highway,Master Deputy Brandon Collins,highway,https://www.odmp.org/officer/22959-master-deputy-sheriff-brandon-scott-collins,Master Deputy Sheriff Brandon Scott Collins,"Master Deputy Sheriff Brandon Collins was killed when his patrol car was struck from behind while he conducted a vehicle stop on northbound U.S. 69, near West 143rd Street in Overland Park, at approximately 1:30 am. He had re-entered his patrol car when a pickup truck struck it from behind, causing it to burst into flames. The driver of the pickup truck fled the scene on foot but was arrested a short time later and sentenced to 12 and a half years in prison. Deputy Collins had served with the Johnson County Sheriff's Office for 21 years. He is survived by his wife and two daughters.",44,21 years,745,Vehicular assault,"Sunday, September 11, 2016",Cause: Vehicular assault Weapon: Automobile Offender: Sentenced to 12.5 years,100.0,,,,,,,,[],,,,,,,,,
Master Trooper Dean A. Goodheart Memorial Highway,Master Trooper Dean A Goodheart,highway,https://www.odmp.org/officer/884-master-trooper-dean-allen-goodheart,Master Trooper Dean Allen Goodheart,"Trooper Dean Goodheart was killed after being struck by a car on I-70, near Oakley, while performing a routine safety inspection. On May 16, 2000, a bill known as the Goodheart Law requiring drivers on multi-lane roads to slow down or move over was signed into law by the Kansas governor. Trooper Goodheart had served with the Kansas Highway Patrol for 23 years. He was survived by his wife, daughter, two sons, mother, and three brothers.",49,23 years,377,Struck by vehicle,"Wednesday, September 6, 1995",Cause: Struck by vehicle,96.66666666666667,,,,,,,,[],,,,,,,,,
Master Trooper Larry L. Huff Memorial Highway,Master Trooper Larry L Huff,highway,https://www.odmp.org/officer/579-master-trooper-larry-lee-huff,Master Trooper Larry Lee Huff,Trooper Larry Huff died from injuries sustained in an accident 23 days earlier. His patrol car was struck by a tractor-trailer as he made a U-turn to pursue a speeder. Trooper Huff had served with the Kansas Highway Patrol for 23 years. He was survived by his wife and children.,54,23 years,334,Automobile crash,"Friday, November 26, 1993","Cause: Automobile crash Incident Date: Wednesday, November 3, 1993",96.42857142857143,,,,,,,,[],,,,,,,,,
Medal of Honor Recipient Donald K. Ross Memorial Highway,Medal of Honor Recipient Donald K Ross,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Merle Miller Memorial Highway,Merle Miller,highway,,,,,,,,,,,novelist,,male,1919-05-17,1986-06-10,https://en.wikipedia.org/wiki/Merle_Miller,,[],,,,,,,,,
Officer Donald Burton Gamblin Jr. Memorial Highway,Officer Donald Burton Gamblin Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Operation Enduring Freedom Veterans Memorial Highway,Operation Enduring Freedom Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Operation Iraqi Freedom Veterans Memorial Highway,Operation Iraqi Freedom Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
PFC Henry Lee Fisher Memorial Highway,PFC Henry Lee Fisher,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
PFC Shane Austin Memorial Highway,PFC Shane Austin,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
POW MIA Memorial Highway,POW MIA,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pack St. Clair Highway,Pack St Clair,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Patriot Guard Highway,Patriot Guard,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Patriot_Guard_Riders,,[],,,,,,,,,
Persian Gulf War Veterans Memorial Highway,Persian Gulf War Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pony Express Highway,Pony Express,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pony_Express,,[],,,,,,,,,
Prairie Parkway,Prairie,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Purple Heart Trail,Purple Heart,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Purple Heart/Combat Wounded Veterans Highway,Purple HeartCombat Wounded Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Rep Marvin S Robinson Memorial Highway,Rep Marvin S Robinson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert B. Docking Memorial Highway,Robert B Docking,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert Lessen Memorial Highway,Robert Lessen,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert V. Talkington Highway,Robert V Talkington,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SFC David R. Berry/SGT WillSun M. Mock Memorial Highway,SFC David R BerrySGT WillSun M Mock,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SGT David Enzbrenner Memorial Highway,SGT David Enzbrenner,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SGT Evan S. Parker Memorial Highway,SGT Evan S Parker,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SGT Gregg Steimel and PFC Richard Conrardy Memorial Highway,SGT Gregg Steimel and PFC Richard Conrardy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SGT Lavern W. Tegtmeier Memorial Highway,SGT Lavern W Tegtmeier,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Senator Bill Morris Memorial Highway,Senator Bill Morris,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Senator Bob Dole Bypass,Senator Bob Dole Bypass,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Senator Bud Burke Memorial Highway,Senator Bud Burke,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Senator Dennis Wilson Memorial Highway,Senator Dennis Wilson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Senator Tom R. Van Sickle Memorial Highway,Senator Tom R Van Sickle,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sergeant Eldon K. Miller Memorial Highway,Sergeant Eldon K Miller,highway,https://www.odmp.org/officer/9321-sergeant-eldon-k-miller,Sergeant Eldon K. Miller,"Sergeant Eldon Miller was shot and killed while assisting area officers in a massive manhunt for two men and two women who had shot and wounded an Overland Park police officer after robbing a local bank. The assailant's abandoned vehicle was located near an Overland Park apartment complex. As officers searched the complex, one of the men fired through an apartment door at the officers. Sergeant Miller, who was outside of the apartment, jumped into a Johnson County Sheriff's Department patrol car and drove it towards the apartment's window to provide cover for officers who were outside. As he did so, the assailant opened fire through the window, striking him in the head. The assailant was seriously wounded by the other officers who returned fire. The other three suspects who were not with Sergeant Miller's killer were arrested ten days later. The suspect, out on parole for killing a man in Oregon, was convicted of Sergeant Miller's murder and several bank robberies, receiving a total of 265 years in prison. He was released from prison on May 24, 2005. He died in 2016. Sergeant Miller was a United States Army Air Corp WWII veteran and had served with the Kansas Highway Patrol for 15 years. He is survived by his wife and son. A section of U.S. Highway 75 outside of Miller's home of Yates Center has been renamed the Eldon K. Miller Memorial Highway.",48,15 years,98,Gunfire,"Friday, January 19, 1968",Cause: Gunfire Weapon: Gun; Unknown type Offender: Released in 2005,97.87234042553192,,,,,,,,[],,,,,,,,,
Spanish-American War Veterans Memorial Highway,SpanishAmerican War Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
State Fair Freeway,State Fair Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
The Dr. Martin Luther King Jr. Memorial Highway,The Dr Martin Luther King Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
The Road to Oz,The Road to Oz,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
The Yellow Brick Road,The Yellow Brick,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Trooper Conroy G. O'Brien Memorial Highway,Trooper Conroy G OBrien,highway,https://www.odmp.org/officer/10054-trooper-conroy-g-obrien,Trooper Conroy G. O'Brien,"Trooper Conroy O'Brien was shot and killed during a traffic stop on the Kansas Turnpike near Matfield Green. During a struggle with the three suspects, they obtained his service weapon. One of the subjects then walked him to a nearby ditch and pistol-whipped him, fracturing his skull. The man then shot him twice in the head before spitting on him. The subjects were later apprehended after a shootout with other officers. The suspects were all wanted for a string of armed robberies at the time of the shooting. One suspect turned state's evidence and served seven years, and another died in prison in 2009. The third man was sentenced to serve two consecutive life terms plus nine years. He was granted parole in 2025, but the decision was revoked after it was criticized. Trooper O'Brien had served with the Kansas Highway Patrol for four years. He was survived by his expectant wife. His daughter was born a few months later.",26,4 years,108,Gunfire,"Wednesday, May 24, 1978",Cause: Gunfire Weapon: Officer's handgun Offender: Sentenced to consecutive life terms,95.83333333333334,,,,,,,,[],,,,,,,,,
"Trooper Ferdinand ""Bud"" Pribbenow Memorial Highway",Trooper Ferdinand Bud Pribbenow,highway,https://www.odmp.org/officer/10838-trooper-ferdinand-frederick-bud-pribbenow,"Trooper Ferdinand Frederick ""Bud"" Pribbenow","Trooper Ferdinand Pribbenow was shot and killed during a traffic stop of a speeder near El Dorado, Kansas. The suspect, 23, shot him before he had a chance to react. The suspect fled and was later spotted at the tollgate at the Kellogg exit in East Wichita and a pursuit ensued. About a mile into the chase, the suspect rammed the back of a van that was stopping at a light at Kellogg and Rock Road near the Towne East Shopping Mall. Officers ordered the suspect to exit his car and he responded with gunfire. Officers returned fire, striking the suspect several times before he was taken into custody. He was convicted of aggravated assault on a law enforcement officer and first degree murder and sentenced to life. He was paroled on November 7, 2022. Trooper Pribbenow had served with the Kansas Highway Patrol with the agency for 22 years.  He was survived by his wife and five daughters.",47,22 years,211,Gunfire,"Saturday, July 11, 1981",Cause: Gunfire Weapon: Handgun; .357 caliber Offender: Paroled in 2022,93.10344827586206,,,,,,,,[],,,,,,,,,
Trooper James D. Thornton Memorial Highway,Trooper James D Thornton,highway,https://www.odmp.org/officer/13290-trooper-james-donald-thornton,Trooper James Donald Thornton,"Trooper James Thornton was shot and killed while checking on a hitchhiker on I-70 near Topeka, Kansas. The suspect was wanted in New York for the murder of his father. The suspect was shot and killed by other officers when he refused to surrender. Trooper Thornton had served with the Kansas Highway Patrol for 24 years. He was survived by his wife and two children.",52,24 years,47,Gunfire,"Tuesday, October 2, 1973",Cause: Gunfire Weapon: Gun; Unknown type Offender: Shot and killed,95.65217391304348,,,,,,,,[],,,,,,,,,
Trooper Jimmie Jacobs Memorial Highway,Trooper Jimmie Jacobs,highway,https://www.odmp.org/officer/7015-trooper-jimmie-d-jacobs,Trooper Jimmie D. Jacobs,"Trooper Jacobs was killed in an automobile accident while conducting an emergency blood run on US Highway 54 near El Dorado, Kansas. His patrol car struck a flatbed truck which made a left turn in front of him. He had served with the agency for three years.",36,3 years,166,Automobile crash,"Tuesday, October 6, 1959",Cause: Automobile crash,100.0,,,,,,,,[],,,,,,,,,
Trooper John McMurray Memorial Highway,Trooper John McMurray,highway,https://www.odmp.org/officer/9105-trooper-john-b-mcmurray,Trooper John B. McMurray,"Trooper John McMurray was struck by a drunk driver while on a radar speed enforcement assignment west of Manhattan, Kansas. As he placed a camera in the trunk of his patrol car, which was parked on the shoulder, the drunk driver struck him from behind.  He died of his injuries three days later. The 23-year-old driver was later convicted of driving under the influence and manslaughter. Trooper McMurray was a United States Air Force veteran and had served with the Kansas Highway Patrol for three years. He was survived by his wife and daughter.",28,3 years,257,Vehicular assault,"Wednesday, December 9, 1964","Cause: Vehicular assault Incident Date: Sunday, December 6, 1964 Weapon: Automobile; Alcohol involved Offender: Convicted",100.0,,,,,,,,[],,,,,,,,,
Trooper Maurice R. Plummer Memorial Highway,Trooper Maurice R Plummer,highway,https://www.odmp.org/officer/10714-trooper-maurice-r-plummer,Trooper Maurice R. Plummer,"Trooper Plummer, On today, the 75th anniversary of your death I would just like to say thank you for your service and sacrifice for the citizens of the state of Kansas.  And to your Family and loved ones, I wish to extend my deepest sympathy. R.I.P. USBP Anonymous United States Border Patrol December 16th, 2019",42,3 years,36,Automobile crash,"Saturday, December 16, 1944",Cause: Automobile crash,98.03921568627452,,,,,,,,[],,,,,,,,,
Turkey Wheat Trail Highway,Turkey Wheat Trail,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
United States Submarine Veterans Memorial Highway,United States Submarine Veterans,highway,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/United_States_Submarine_Veterans,_Inc.",,[],,,,,,,,,
Vern Chesbro Memorial Highway,Vern Chesbro,highway,,,,,,,,,,,politician,,male,1925-10-01,2010-01-23,https://en.wikipedia.org/wiki/Vern_Chesbro,,[],,,,,,,,,
Veterans Memorial Highway,Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans of Foreign Wars Memorial Highway,Veterans of Foreign Wars,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Vietnam War Veterans Memorial Highway,Vietnam War Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Walnut Valley Greenway,Walnut Valley Greenway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wm H. Avery Highway,Wm H Avery,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
World War I Veterans Memorial Highway,World War I Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
World War II Veterans Memorial Highway,World War II Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
