input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
LA Korean War Veterans Memorial Highway,LA Korean War Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Highway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
University Avenue,University,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/University,,[],,,,,,,,,
Isle of Capri Boulevard,Isle of Capri,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Airline Drive,Airline,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Airline,,[],,,,,,,,,
Joseph D. Waggonner Jr. Highway,Joseph D Waggonner Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Asbury Drive,Asbury,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
University Avenue,University,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/University,,[],,,,,,,,,
St. Bernard Vet. Memorial Highway,St Bernard Vet,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Toni Morrison Interchange,Toni Morrison,highway,,,,,,,,,,,writer,African Americans,female,2/18/1931,8/5/2019,https://en.wikipedia.org/wiki/Toni_Morrison,,[],,,,,,,,,
Johnny B. Memorial Highway,Johnny B,highway,,,,,,,,,,,pornographic actor,,male,7/25/1996,,,,[],,,,,,,,,
A.J. Davis Highway Captain USAF,AJ Davis Highway Captain USAF,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chess Richardson Bridge,Chess Richardson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Piney Hills Throughway,Piney Hills Throughway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Zach Road,Zach,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Zach_(given_name),,[],,,,,,,,,
Sam Siracusa Overpass,Sam Siracusa,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Highway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Richard S. Thompson Bridge,Richard S Thompson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Blue Star Memorial Highway,Blue Star,highway,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,,[],,,,,,,,,
E.J. Lionel Grizzaffi Bridge,EJ Lionel Grizzaffi,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Doug Fournet Memorial Parkway,Doug Fournet,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Crescent City Connection,Crescent City Connection,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Crescent_City_Connection,,[],,,,,,,,,
A.C. Schiro Memorial Highway,AC Schiro,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Larose Link,Larose Link,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cote Blanche Connection,Cote Blanche Connection,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Tarpon Pass,Tarpon Pass,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Blue Star Memorial Highway,Blue Star,highway,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,,[],,,,,,,,,
Veterans Highway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Big John Overpass,Big John,highway,,,,,,,,,,,American football player,,male,1/9/1979,,https://en.wikipedia.org/wiki/John_Henderson_(defensive_tackle),,[],,,,,,,,,
Simon S. Thomas Memorial Highway,Simon S Thomas,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Congressman Jimmy Morrison Highway,Congressman Jimmy Morrison,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clayton Iles Memorial Highway,Clayton Iles,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Horace Lynn Jones Memorial Highway,Horace Lynn Jones,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
C.E. Buddy Slaydon Memorial Drive,CE Buddy Slaydon,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Frank Hennigan Memorial Drive,Frank Hennigan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
C.E. Buddy Slaydon Memorial Drive,CE Buddy Slaydon,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ronald Reagan Highway,Ronald Reagan,highway,,,,,,,,,,,television actor,white people,male,2/6/1911,6/5/2004,https://en.wikipedia.org/wiki/Ronald_Reagan,,[],,,,,,,,,
Purple Heart Highway,Purple Heart,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,,[],,,,,,,,,
"R.H. ""Bill"" Strain Memorial Highway",RH Bill Strain,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ronald Reagan Highway,Ronald Reagan,highway,,,,,,,,,,,television actor,white people,male,2/6/1911,6/5/2004,https://en.wikipedia.org/wiki/Ronald_Reagan,,[],,,,,,,,,
Charles I. Hudson Highway,Charles I Hudson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Blue Star Memorial Highway,Blue Star,highway,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,,[],,,,,,,,,
Stephen E. Ambrose Memorial Parkway,Stephen E Ambrose,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Highway 90,Veterans Memorial Highway 90,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Korean War Veterans Memorial Highway,Korean War Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Korean_War_Veterans_Parkway,,[],,,,,,,,,
Dr. George B. Mowad Memorial Highway,Dr George B Mowad,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Korean War Veterans Memorial Highway,Korean War Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Korean_War_Veterans_Parkway,,[],,,,,,,,,
Buddy Henagan Memorial Highway,Buddy Henagan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Highway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Veterans Memorial Expressway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Veterans Memorial Expressway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Blue Star Memorial Highway,Blue Star,highway,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,,[],,,,,,,,,
Tomey J. Doucet Bridge,Tomey J Doucet,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Powell Barnes and Deal Memorial Highway,Powell Barnes and Deal,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Warren P. Martinez Memorial Overpass,Warren P Martinez,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Purple Heart Recipients Highway,Purple Heart Recipients,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Reverend A.L. O'Brien Memorial Highway,Reverend AL OBrien,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Highway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Vermilion Parkway,Vermilion,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sergeant William 'Bill' F. Manuel Memorial Highway,Staff Sergeant William Bill F Manuel,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clarence 'Gatemouth' Brown Memorial Highway,Clarence Gatemouth Brown,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Highway 3235,Veterans Memorial Highway 3235,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
El Camino East/West Corridor,El Camino EastWest,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Military Order of Purple Heart Memorial Interchange Chapter 177,Military Order of Purple Heart Memorial Interchange Chapter 177,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Charles I. ""Doc"" Hudson Highway",Charles I Doc Hudson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Doris Coleman Guillory Bridge,Doris Coleman Guillory,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sgt Timothy B. Cole Jr. Memorial Highway,Staff Sgt Timothy B Cole Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Leon Road,Leon,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Leon_(given_name),,[],,,,,,,,,
Rodney Guilbeaux Memorial Highway,Rodney Guilbeaux,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wilson Anthony 'Boozoo' Chavis Memorial Highway,Wilson Anthony Boozoo Chavis,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"B.B. ""Sixty"" Rayburn Memorial Highway",BB Sixty Rayburn,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cecil B. Tramel Memorial Highway,Cecil B Tramel,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Conway LeBleu Memorial Bridge,Conway LeBleu,highway,,,,,,,,,,,farmer,,male,10/4/1918,10/11/2007,https://en.wikipedia.org/wiki/Conway_LeBleu,,[],,,,,,,,,
Blue Star Memorial Highway,Blue Star,highway,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,,[],,,,,,,,,
Senior Trooper Duane Dalton Memorial Highway,Senior Trooper Duane Dalton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Powell Barnes and Deal Memorial Highway,Powell Barnes and Deal,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George T. Gros Memorial Overpass,George T Gros,highway,,,,,,,,,,,researcher,,male,,,,,[],,,,,,,,,
"Elias ""Bo"" Ackal Bridge",Elias Bo Ackal,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Joe Daigre Memorial Bridge,Joe Daigre,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Staff Sergeant Robert ""Pete"" Sweat Memorial Highway",Staff Sergeant Robert Pete Sweat,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Seven Oaks Boulevard,Seven Oaks,highway,,,,,,,,,,,,,,,,https://sv.wikipedia.org/wiki/Seven_Oaks,,[],,,,,,,,,
Corporal J.R. Searcy Memorial Highway,Corporal JR Searcy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Trooper Rudolph H. Miller Memorial Highway,Trooper Rudolph H Miller,highway,https://www.odmp.org/officer/9364-trooper-rudolph-h-miller,Trooper Rudolph H. Miller,"Trooper Rudolph Miller was struck and killed by a vehicle on US 51 in Tangipahoa Parish. He and his partner were on a traffic stop when Trooper Miller stopped a driver of a commercial truck for driving without headlights. As he walked to the opposite side of the road to deal with the truck, another vehicle approached. He swerved to avoid Trooper Miller's partner, but instead struck Trooper Miller. Trooper Miller had been employed with the Louisiana State Police for 11 months and was stationed at Troop L. He is survived by his wife and five children.",35,11 months,Not available,Struck by vehicle,"Saturday, September 8, 1962",Cause: Struck by vehicle,100,,,,,,,,[],,,,,,,,,
Louisiana Maneuvers and Purple Heart Memorial Highway,Louisiana Maneuvers and Purple Heart,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Griffin Pat Miller Memorial Highway,Griffin Pat Miller,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Staff Sergeant William Francis ""Bill"" Manuel Memorial Overpass",Staff Sergeant William Francis Bill Manuel,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John James Audubon Bridge,John James Audubon,highway,,,,,,,,,,,botanist,,male,1785-04-26,1851-01-27,https://en.wikipedia.org/wiki/John_James_Audubon,,[],,,,,,,,,
General Robert H. Barrow Memorial Approach,General Robert H Barrow Memorial Approach,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
General John A. Lejeune Memorial Approach,General John A Lejeune Memorial Approach,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
B.R. Harvey Memorial Highway,BR Harvey,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Hadley J. Castille-Pecanaire Highway,Hadley J CastillePecanaire,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sergeant Joshua Tomlinson Interchange,Sergeant Joshua Tomlinson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
James Peyton Smith Bridge,James Peyton Smith,highway,,,,,,,,,,,politician,,male,9/6/1925,8/14/2006,https://ar.wikipedia.org/wiki/%D8%AC%D9%8A%D9%85%D8%B3_%D8%A8%D9%8A%D8%AA%D9%86_%D8%B3%D9%85%D9%8A%D8%AB,,[],,,,,,,,,
Donald C. Cleveland Memorial Highway,Donald C Cleveland,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Thomas M. Alexander Memorial Highway,Thomas M Alexander,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
West Carroll Veterans Memorial Highway,West Carroll Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Nickie Gene Voinche Memorial Bridge,Nickie Gene Voinche,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
1st Lt. Doug Fournet Memorial Parkway,1st Lt Doug Fournet,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Creole Nature Trail All-American Road Route,Creole Nature Trail AllAmerican Road Route,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Martin Luther King Jr. Drive,Martin Luther King Jr,highway,,,,,,,,,,,pastor,African Americans,male,1/15/1929,4/4/1968,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.,,[],,,,,,,,,
Johnny Wyatt Memorial Highway,Johnny Wyatt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George Rodrigue Memorial Overpass,George Rodrigue,highway,,,,,,,,,,,newspaper editor,,male,,,https://en.wikipedia.org/wiki/George_Rodrigue_(journalist),,[],,,,,,,,,
South Tyler Street,South Tyler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Hadley J. Castille-Pacaniére Highway,Hadley J CastillePacaniére,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Tammany Parkway,Tammany,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Martin Luther King Jr. Boulevard,Martin Luther King Jr,highway,,,,,,,,,,,pastor,African Americans,male,1/15/1929,4/4/1968,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.,,[],,,,,,,,,
Curtis-Coleman Memorial Bridge,CurtisColeman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Frank Davis ""Naturally N'Awlins"" Memorial Bridge",Frank Davis Naturally NAwlins,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Lane,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Davina Chapman Memorial Highway,Davina Chapman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Parkway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
"Albert ""Pyook"" Berard Highway",Albert Pyook Berard,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Matthew Thomas Richard Memorial Highway,Corporal Matthew Thomas Richard,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Alvin Green Memorial Bridge,Alvin Green,highway,,,,,,,,,,,basketball player,,male,8/14/1982,,,,[],,,,,,,,,
State Representative Pinkie Wilkerson Memorial Interchange,State Representative Pinkie Wilkerson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
James 'Terry' Watson Memorial Highway,James Terry Watson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Korean Vietnam and Desert Storm Veterans Memorial Bridge,Korean Vietnam and Desert Storm Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
World War I and War World II Veterans Memorial Bridge,World War I and War World II Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Greg Wall P.E. Memorial Highway,Greg Wall PE,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Andy P. Valence Memorial Bridge,Andy P Valence,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy Allen Bares Jr. Memorial Parkway,Deputy Allen Bares Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
St. Landry Parish Veterans Memorial Highway,St Landry Parish Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Frank and Sal Desi Bridge,Frank and Sal Desi,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
St. Landry Parish Memorial Intersection,St Landry Parish,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Nancy McLellan Claitor Approach,Nancy McLellan Claitor Approach,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sergeant Craig Nelson Memorial Highway,Sergeant Craig Nelson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Private First Class Joshua C. Burrows Drive,Private First Class Joshua C Burrows,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Northpark Bridge,Northpark,highway,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Northpark,_New_Zealand",,[],,,,,,,,,
