highway_name,route_no,from_location,to_location,source_url,source_note
Rock River Trail Scenic and Historic Route,Multiple (local/CTH routes),Illinois-Wisconsin state line at Shirland Ave bridge into Beloit (Rock County),"Northern trailhead at Waupun County Park (south branch of Rock River) or eastern trailhead at Rivers Edge Park, Theresa",https://docs.legis.wisconsin.gov/statutes/statutes/84/10225,"Route through Rock, Dane, Jefferson, Dodge, and Fond du Lac counties; statute defines detailed turns and two termini (Waupun County Park or Rivers Edge Park, Theresa)."
Frank Lloyd Wright Trail,STH 31 / STH 165 / I-94 / STH 30 / USH 151 / USH 14 / STH 23,STH 31 at Wisconsin-Illinois border (Kenosha County),USH 14 & CTH Q (Richland County); alternate branch to STH 23 & CTH C (Iowa County),https://docs.legis.wisconsin.gov/statutes/statutes/84/10255,"Designated trail route across Kenosha, Racine, Milwaukee, Waukesha, Jefferson, Dane, Iowa, Sauk, and Richland counties; includes branch via STH 23 to CTH C."
Wisconsin 9/11 Memorial Highway,STH 28,I-41 / STH 28 interchange (Dodge County),STH 144 intersection (Washington County),https://docs.legis.wisconsin.gov/statutes/statutes/84/10295,Designation in 2019 Wis. Act 20.
Ho-Chunk World War II Code Talkers Memorial Highway,I-90,Minnesota-Wisconsin state line (La Crosse County),I-90/I-94 interchange (Monroe County),https://docs.legis.wisconsin.gov/statutes/statutes/84/10313,Designation in 2023 Wis. Act 216.
128th Infantry Memorial Highway,STH 128,STH 72 (Pierce County),STH 64 (St. Croix County),https://docs.legis.wisconsin.gov/statutes/statutes/84/10315,Designation in 2013 Wis. Act 18.
Corporal Benjamin H. Neal Memorial Highway,STH 11,West border of village of Orfordville,East border of village of Footville,https://docs.legis.wisconsin.gov/statutes/statutes/84/10341,Designation in 2023 Wis. Act 215.
Carson Holmquist Memorial Highway,STH 87,Entire route of STH 87,,https://docs.legis.wisconsin.gov/statutes/statutes/84/10343,Designation in 2015 Wis. Act 347.
Governor Patrick Lucey Highway,STH 35,Village of Ferryville (Crawford County),City of Prairie du Chien (Crawford County),https://docs.legis.wisconsin.gov/statutes/statutes/84/10355,Designation in 2013 Wis. Act 20.
Operations Desert Shield and Desert Storm Memorial Highway,STH 80,Entire route of STH 80,,https://docs.legis.wisconsin.gov/statutes/statutes/84/10383,Designation in 2023 Wis. Act 69.
Staff Sergeant Daniel D. Busch Memorial Highway,STH 33,East border of the city of Portage,Columbia County line,https://docs.legis.wisconsin.gov/statutes/statutes/84/10395,Designation in 2019 Wis. Act 23.
Deputy Kaitie Leising Memorial Highway,STH 128,STH 64,I-94,https://docs.legis.wisconsin.gov/statutes/statutes/84/10477,Designation in 2023 Wis. Act 269.
