input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
General McPherson Highway,General McPherson,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_McPherson_(ship),,[],,,,,,,,,
Lake to River Highway,Lake to River,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Marine Private Henry Kalinowski Memorial Highway,Marine Private Henry Kalinowski,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Amvets Highway,Amvets,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/AMVETS,,[],,,,,,,,,
The Ohio Veterans Memorial Bridge,The Ohio Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Reverand Dr. Sam Wells, Jr., Memorial Viaduct",Reverand Dr Sam Wells Jr Memorial Viaduct,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
World War I Veterans Highway,World War I Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/U.S._Route_395_in_Oregon,,[],,,,,,,,,
"Sgt. Kurt D. Schamberg, Orwell Veterans Highway",Sgt Kurt D Schamberg Orwell Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sgt. William 'Bill' Endress and Geneva Vietnam War Veterans Memorial Highway,Sgt William Bill Endress and Geneva Vietnam War Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sgt. Thomas Cole Walker Memorial Bridge,Sgt Thomas Cole Walker,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
World War II Veterans Memorial Highway,World War II Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/World_War_II_Veterans_Memorial_Bridge_(Virginia),,[],,,,,,,,,
George Washington Highway,George Washington,highway,,,,,,,,,,,politician,,male,1732-02-22,1799-12-14,https://en.wikipedia.org/wiki/George_Washington,,[],,,,,,,,,
Marine Corps League memorial highway,Marine Corps League,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Marine_Corps_League,,[],,,,,,,,,
Captain Robert C. Hess Jr. Veterans Bridge,Captain Robert C Hess Jr Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lt. Lloyd Thomas Memorial Bridge,Lt Lloyd Thomas,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
78th Ohio Veteran Volunteer Infantry Highway,78th Ohio Veteran Volunteer Infantry,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
State Senator C. Stanley Mechem Memorial Highway,State Senator C Stanley Mechem,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army SSgt. Charles V. Kettler Memorial Highway,Army SSgt Charles V Kettler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army Sgt. Herbert C. Linville Memorial Highway,Army Sgt Herbert C Linville,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army Sgt. Ronnie Blair Memorial Highway,Army Sgt Ronnie Blair,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
American Legion Memorial Highway,American Legion,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/American_Legion,,[],,,,,,,,,
Pearl Harbor Memorial Highway,Pearl Harbor,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pearl_Harbor,,[],,,,,,,,,
Kenneth Jutte-John Garman Memorial Highway,Kenneth JutteJohn Garman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sgt. Sonny Zimmerman Memorial Highway,Staff Sgt Sonny Zimmerman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Marine Corps League memorial highway,Marine Corps League,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Marine_Corps_League,,[],,,,,,,,,
The American Legion Highway ,The American Legion Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"James F. Dicke, Sr. Memorial Highway",James F Dicke Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sgt. Todd M. Bates Memorial Highway,Sgt Todd M Bates,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sgt. Jesse Ault Memorial Highway,Staff Sgt Jesse Ault,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lou Groza Highway,Lou Groza,highway,,,,,,,,,,,American football player,,male,1924-01-25,2000-11-29,https://en.wikipedia.org/wiki/Lou_Groza,,[],,,,,,,,,
William 'Hopalong Cassidy' Boyd Memorial Highway,William Hopalong Cassidy Boyd,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
A.G. Lancione Memorial Highway,AG Lancione,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Sergeant Emile DeLeau, Jr. Medal of Honor Recipient Memorial Highway.",Sergeant Emile DeLeau Jr Medal of Honor Recipient Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ohio Valley Vietnam Veterans Memorial Highway ,Ohio Valley Vietnam Veterans Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sergeant Sylvester Antolak Medal of Honor Recipient Memorial Highway.,Sergeant Sylvester Antolak Medal of Honor Recipient Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Steven Lowell Cook Memorial Highway,Steven Lowell Cook,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SSG Garren Ray Goudy Memorial Highway,SSG Garren Ray Goudy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Byers Brothers Memorial Highway,Byers Brothers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
The Atlantic and Pacific Highway,The Atlantic and Pacific,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Brown County Vietnam Veterans Memorial Highway,Brown County Vietnam Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George Washington Highway,George Washington,highway,,,,,,,,,,,politician,,male,1732-02-22,1799-12-14,https://en.wikipedia.org/wiki/George_Washington,,[],,,,,,,,,
Old Zane Trace Memorial Highway,Old Zane Trace,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Simon Kenton Memorial Highway,Simon Kenton,highway,,,,,,,,,,,explorer,,male,1755-04-03,1836-04-29,https://en.wikipedia.org/wiki/Simon_Kenton,,[],,,,,,,,,
Specialist William Seth Blevins Memorial Highway,Specialist William Seth Blevins,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army Specialist Danny Raymond King Memorial Highway ,Army Specialist Danny Raymond King Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army Specialist David Lee Bingamon Memorial Highway ,Army Specialist David Lee Bingamon Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ohio Army National Guard Two Hundred Sixteenth Engineering Battalion Memorial Highway,Ohio Army National Guard Two Hundred Sixteenth Engineering Battalion,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
PFC M. Preston Wheeler Memorial Highway,PFC M Preston Wheeler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sgt. Anthony Kress Vinnedge Memorial Highway,Sgt Anthony Kress Vinnedge,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Forty-second Rainbow Division Memorial Highway,Fortysecond Rainbow Division,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wright Brothers Memorial Highway,Wright Brothers,highway,,,,,,,,,,,military flight engineer,,,,,https://en.wikipedia.org/wiki/Wright_brothers,,[],,,,,,,,,
Pearl Harbor Memorial Highway,Pearl Harbor,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pearl_Harbor,,[],,,,,,,,,
Walter 'Smokey' Alston Memorial Highway,Walter Smokey Alston,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Spc. Michael B. Cook, Jr. Memorial Highway",Spc Michael B Cook Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sgt. Charles J. Webb Memorial Highway,Sgt Charles J Webb,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor William Bebb Bicentennial Roadway,Governor William Bebb Bicentennial,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor James M. Cox Bicentennial Roadway,Governor James M Cox Bicentennial,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Firefighter/Paramedic Patrick Wolterman Memorial Highway,FirefighterParamedic Patrick Wolterman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor James E. Campbell Bicentennial Roadway,Governor James E Campbell Bicentennial,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor Andrew L. Harris Bicentennial Roadway,Governor Andrew L Harris Bicentennial,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
William R. Foster Bridge,William R Foster,highway,,,,,,,,,,,researcher,,male,,,,,[],,,,,,,,,
Butler County Veterans Highway,Butler County Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Sgt. David J. Luff, Jr. Memorial Highway",Sgt David J Luff Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Sgt. James C. Robinson, Jr. Memorial Highway",Sgt James C Robinson Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
LCpl. Billy D. Spencer Memorial Highway,LCpl Billy D Spencer,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cpl. Lucas T. Pyeatt Memorial Highway,Cpl Lucas T Pyeatt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SFC Gregory S. Rogers Memorial Highway,SFC Gregory S Rogers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sgt. John P. Huling Memorial Highway,Sgt John P Huling,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sgt. Robert A. Massarelli Memorial Highway,Staff Sgt Robert A Massarelli,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cpl. Nicholas H. Olivas Memorial Highway,Cpl Nicholas H Olivas,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
PFC Marlin T. Rockhold Memorial Highway,PFC Marlin T Rockhold,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
1SG Ricky L. McGinnis Memorial Highway,1SG Ricky L McGinnis,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Firefighter/Paramedic Patrick Wolterman Memorial Highway,FirefighterParamedic Patrick Wolterman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chief Warrant Officer 2 Jody L. Egnor Memorial Highway,Chief Warrant Officer 2 Jody L Egnor,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"SPC James E. Hall, Jr., Memorial Highway",SPC James E Hall Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"LCpl. Timothy Michael Bell, Jr. Memorial Highway",LCpl Timothy Michael Bell Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lance Corporal Taylor Prazynksi Memorial Highway,Lance Corporal Taylor Prazynksi,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"PFC Timothy J. Hines, Jr. Memorial Highway",PFC Timothy J Hines Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sheriff Dale R. Williams Memorial Highway,Sheriff Dale R Williams,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wright Brothers Memorial Highway,Wright Brothers,highway,,,,,,,,,,,military flight engineer,,,,,https://en.wikipedia.org/wiki/Wright_brothers,,[],,,,,,,,,
Army Corporal Charles E. Hiltibran Memorial Highway,Army Corporal Charles E Hiltibran,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Forty-second Rainbow Division Memorial Highway,Fortysecond Rainbow Division,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wright Brothers Memorial Highway,Wright Brothers,highway,,,,,,,,,,,military flight engineer,,,,,https://en.wikipedia.org/wiki/Wright_brothers,,[],,,,,,,,,
Simon Kenton Trace Highway,Simon Kenton Trace,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sergeant Wesley Williams Memorial Highway,Staff Sergeant Wesley Williams,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ron Burton Memorial Highway,Ron Burton,highway,,,,,,,,,,,musician,,male,1934-02-10,2013-01-25,https://en.wikipedia.org/wiki/Rahn_Burton,,[],,,,,,,,,
John Kalaman and Robert O'Toole Memorial Highway,John Kalaman and Robert OToole,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor James A. Rhodes Memorial Highway,Governor James A Rhodes,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lance Cpl. Kevin S. Smith Memorial Highway,Lance Cpl Kevin S Smith,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy Suzanne Hopper Memorial Highway,Deputy Suzanne Hopper,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wayne Embry Way,Wayne Embry,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Trooper Charles V. Vogel, Jr. Memorial Highway",Trooper Charles V Vogel Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Heritage Parkway,Heritage,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy Sheriff Matthew Yates Memorial Highway,Deputy Sheriff Matthew Yates,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Richard ""Dick"" Mallon Memorial Highway",Richard Dick Mallon,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
LCPL Nicholas B. Erdy Memorial Highway,LCPL Nicholas B Erdy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
The Atlantic and Pacific Highway,The Atlantic and Pacific,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George Washington Highway,George Washington,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clermont County Vietnam Veterans Memorial Highway,Clermont County Vietnam Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
General Duncan McArthur Highway,General Duncan McArthur,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Donald H. Rolf Circle Freeway,Donald H Rolf Circle Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
S.Sgt. Matt Maupin Veteran's Memorial Highway,SSgt Matt Maupin Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Edward J. Parish Highway,Edward J Parish,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
U.S.A.F. Pararescue Memorial Parkway,USAF Pararescue,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Seth Mitchell Memorial Highway,Captain Seth Mitchell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ohio Army National Guard Two Hundred Sixteenth Engineering Battalion Memorial Highway,Ohio Army National Guard Two Hundred Sixteenth Engineering Battalion,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy Bill Brewer Memorial Highway,Deputy Bill Brewer,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Thirty-seventh Division Memorial Highway,Thirtyseventh Division,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
General Duncan McArthur Highway,General Duncan McArthur,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sherman-Sheridan-Stanton-Custer Highway,ShermanSheridanStantonCuster,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor Robert Lucas Highway,Governor Robert Lucas,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Simon Kenton Trace Highway,Simon Kenton Trace,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sgt. Steven Conover - Veterans Memorial Highway,Sgt Steven Conover  Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lance Cpl. Brett Wightman - Veterans Memorial Highway,Lance Cpl Brett Wightman  Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lake to River Highway,Lake to River,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Melvin E. Newlin Memorial Highway,Melvin E Newlin,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Coxswain Robert B. Wood Memorial Highway,Coxswain Robert B Wood,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Ernest G. Madden Memorial Highway,Corporal Ernest G Madden,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pfc. Ralph Dias Memorial Highway,Pfc Ralph Dias,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cpl. Kenneth Tyler Butler Memorial Highway,Cpl Kenneth Tyler Butler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal William F. Bratt Memorial Highway,Corporal William F Bratt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Charles R. Miner Memorial Bridge,Captain Charles R Miner,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"PFC Melvin E. Newlin, Medal of Honor Recipient, Memorial Highway",PFC Melvin E Newlin Medal of Honor Recipient,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
William Green Memorial Highway,William Green,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chief Petty Office Raymond Border Memorial Highway,Chief Petty Office Raymond Border,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Crile-Lower Memorial Highway,CrileLower,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sergeant Paul C. Mardis Jr. Memorial Highway ,Staff Sergeant Paul C Mardis Jr Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ohio Inspector General David D. Sturtz Memorial Highway,Ohio Inspector General David D Sturtz,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Charles C. Nichols Memorial Highway,Charles C Nichols,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wright Brothers Memorial Highway,Wright Brothers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pfc. David C. Armstrong Memorial Highway,Pfc David C Armstrong,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
First Lt. Harry L. Martin Memorial Highway,First Lt Harry L Martin,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Staff Sgt. Kendall H. Ivy II Memorial Highway,Staff Sgt Kendall H Ivy II,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Rep. Frederick H. Deering Memorial Highway,Rep Frederick H Deering,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SPC Connor Wilson-Reichert Memorial Highway,SPC Connor WilsonReichert,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lance Corporal Jimmy Rizzo Memorial Highway,Lance Corporal Jimmy Rizzo,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
The Grand Army of the Republic Highway,The Grand Army of the Republic,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
General McPherson Highway,General McPherson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Thirty-seventh Division Memorial Highway,Thirtyseventh Division,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Forty-second Rainbow Division Memorial Highway,Fortysecond Rainbow Division,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Eighty-third Division Memorial Highway,Eightythird Division,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Gold Star Mothers' Memorial Highway,Gold Star Mothers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Sergeant Dennis E. Kancler Memorial Highway,Sergeant Dennis E Kancler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army Pvt. Brandon Sloan Memorial Highway,Army Pvt Brandon Sloan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Brad D. Squires Memorial Highway,Corporal Brad D Squires,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lance Corporal Thomas O. Keeling Memorial Highway,Lance Corporal Thomas O Keeling,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Amvets Highway,Amvets,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lance Corporal David Mendez Ruiz Memorial Highway,Lance Corporal David Mendez Ruiz,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
LCPL Danny Scherry Memorial Highway,LCPL Danny Scherry,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George V. Voinovich Bridge,George V Voinovich,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Senior Airman Alecia Good Memorial Highway,Senior Airman Alecia Good,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army Specialist Four Robert J. Urbassik Memorial Highway,Army Specialist Four Robert J Urbassik,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Major Rocco Barnes Memorial Highway,Major Rocco Barnes,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Jeffrey A. Boskovitch Memorial Highway,Corporal Jeffrey A Boskovitch,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Troy Lee James Highway,Troy Lee James,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Officer Thomas F. Patton II Memorial Highway,Officer Thomas F Patton II,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Patrolman George Brentar Memorial Highway,Patrolman George Brentar,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Carl B. Stokes Memorial Highway,Carl B Stokes,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Union Workers Memorial Bridge,Union Workers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Brad Anthony Davis Memorial Highway,Corporal Brad Anthony Davis,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Specialist Angel L. Lopez Memorial Highway,Specialist Angel L Lopez,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Specialist Lawrence George Stapleton Memorial Highway,Specialist Lawrence George Stapleton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Officer David Fahey Memorial Highway,Officer David Fahey,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Michael Palumbo Memorial Highway ,Captain Michael Palumbo Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Carl and Louis Stokes Opportunity Corridor ,Carl and Louis Stokes Opportunity Corridor,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Trooper Kenneth Velez Memorial Highway.,Trooper Kenneth Velez Memorial Highway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Officer Wayne A. Leon Memorial Highway,Officer Wayne A Leon,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Officer David Fahey Jr. Cleveland Police First District Memorial Highway,Officer David Fahey Jr Cleveland Police First District,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ronald H.Barron Memorial Highway,Ronald HBarron,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
SSgt Gene F. Morrison Memorial Bridge,SSgt Gene F Morrison,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
LCpl Gerald Subler Memorial Highway,LCpl Gerald Subler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Korean War Veterans' Memorial Highway,Korean War Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Annie Oakley Memorial Pike,Annie Oakley Memorial Pike,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Earle Baltes Highway,Earle Baltes,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pfc. Douglas E. Dickey Memorial Highway,Pfc Douglas E Dickey,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
