input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
Biauswah Bridge,Biauswah,highway,,,,,,,,,,,,,male,,,https://en.wikipedia.org/wiki/Biauswah_(I),,[],,,,,,,,,
POW/MIA Memorial Highway,POWMIA,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Shawn Silvera Memorial Highway,Shawn Silvera,highway,https://www.odmp.org/officer/17861-police-officer-shawn-barrington-silvera,Police Officer Shawn Barrington Silvera,"Police Officer Shawn Silvera was struck and killed while deploying stop sticks on I-35W in an attempt to stop a vehicle being pursued by officers. The pursuit had started in Chisago County when officers attempted to serve a felony warrant on a man wanted in South Dakota. Officer Silvera had just placed the stop sticks on the roadway when the driver of the vehicle swerved around them and struck him. Officer Silvera had positioned himself on the median of the highway. After striking Officer Silvera, the vehicle continued into the northbound lanes and struck an oncoming vehicle. The suspect then attempted to flee on foot but was taken into custody. The man was charged with second degree murder in connection with Officer Silvera's death. He subsequently plead guilty and was sentenced to serve 42 years. The man died in prison on November 1st, 2017. Officer Silvera had served with the Lino Lakes Police Department for seven years. He is survived by his wife and two children.",32,7 years,126,Vehicular assault,"Tuesday, September 6, 2005",Cause: Vehicular assault Weapon: Automobile Offender: Died in prison,100,,,,,,,,[],,,,,,,,,
Purple Heart Trail,Purple Heart,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,,[],,,,,,,,,
Dallas Sams Memorial Highway,Dallas Sams,highway,,,,,,,,,,,politician,,male,8/30/1952,3/5/2007,https://en.wikipedia.org/wiki/Dallas_Sams,,[],,,,,,,,,
Walter F. Mondale Drive,Walter F Mondale,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jim Oberstar Causeway,Jim Oberstar,highway,,,,,,,,,,,politician,,male,9/10/1934,5/3/2014,https://en.wikipedia.org/wiki/Jim_Oberstar,,[],,,,,,,,,
"Mayor William ""Bill"" Sandberg Memorial Bridge",Mayor William Bill Sandberg,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clearwater County Veterans Memorial Highway,Clearwater County Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Speaker Irvin N. Anderson Memorial Highway,Speaker Irvin N Anderson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Johnathan Benson Memorial Highway,Corporal Johnathan Benson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Veterans Memorial Bridge,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Veterans Memorial Highway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Becker County Veterans Memorial Highway,Becker County Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Granite City Crossing,Granite City Crossing,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Granite_City_Crossing,,[],,,,,,,,,
Veterans Memorial Highway,Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veteran,,[],,,,,,,,,
Black and Yellow Trail,Black and Yellow,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Black_and_Yellow,,[],,,,,,,,,
Arianna Celeste Macnamara Memorial Bridge,Arianna Celeste Macnamara,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy John W. Liebenstein Memorial Highway,Deputy John W Liebenstein,highway,https://www.odmp.org/officer/14755-deputy-sheriff-john-warren-liebenstein,Deputy Sheriff John Warren Liebenstein,"Deputy Sheriff John Liebenstein was killed by a vehicle that rammed his patrol car at 90 mph during a pursuit. Deputy Liebenstein was blocking an interstate ramp so the car, driven by a 17-year-old, could not exit the interstate. The juvenile was taken into custody after being treated at a local hospital.  He was convicted of first-degree murder and was given a mandatory sentence of life in prison without the possibility of parole. in 2018, he was granted the ability for parole. Deputy Liebenstein had served with the Rice County Sheriff's Department for nine years. He was survived by his wife and three children. 25 miles of I-35 have been dedicated as the Deputy Sheriff John W. Liebenstein Memorial Highway.",40,9 years,115,Vehicle pursuit,"Friday, May 3, 1996",Cause: Vehicle pursuit Weapon: Automobile Offender: Apprehended,93.87755102040816,,,,,,,,[],,,,,,,,,
Officer Tom Decker Memorial Highway,Officer Tom Decker,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Officer Richard Crittenden Sr. Memorial Highway,Officer Richard Crittenden Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Nicholas Patrick Spehar Memorial Highway,Nicholas Patrick Spehar,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Michael Duane Clickner Memorial Bridge,Michael Duane Clickner,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Old Cedar Avenue Bridge,Old Cedar Avenue,highway,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Category:Long_Meadow_Bridge,,[],,,,,,,,,
Trooper Glen Skalman Memorial Highway,Trooper Glen Skalman,highway,https://www.odmp.org/officer/12313-trooper-glen-a-skalman,Trooper Glen A. Skalman,"Trooper Glen Skalman succumbed to gunshot wounds sustained 10 days earlier while making a traffic stop on US 61, two miles north of Forest Lake. Trooper Skalman had stopped a vehicle on Highway 61 for erratic driving. The suspect was seated in the passenger seat of the squad car while Trooper Skalman was writing the ticket. The suspect pulled out a gun and suddenly shot the trooper 5 times, including three times in the face. The suspect was identified quickly as the trooper was still conscious when the first responding officer arrived, and Skalman told him to look at the ticket pad where he had written down the suspect's license plate number. Despite multiple surgeries, Trooper Skalman died 10 days later, never regaining consciousness. The subject was later apprehended and sentenced to 40 years in prison after pleading guilty to second-degree murder. He was released after only serving seven years of his sentence. Trooper Skalman had served with the Minnesota State Patrol for three years. He is survived by his wife, daughter, and two sons. In 2014, U.S. Highway 10 in Minnesota was named Trooper Glen Skalman Memorial Highway.",29,3 years,326,Gunfire,"Sunday, December 27, 1964","Cause: Gunfire Incident Date: Thursday, December 17, 1964 Weapon: Handgun; .22 caliber Offender: Sentenced to 40 years",100,,,,,,,,[],,,,,,,,,
Sergeant Joseph Bergeron Memorial Highway,Sergeant Joseph Bergeron,highway,https://www.odmp.org/officer/20392-sergeant-joseph-anthony-bergeron,Sergeant Joseph Anthony Bergeron,"Sergeant Joseph Bergeron was shot and killed at approximately 7:00 am while attempting to question two men in connection with an earlier carjacking incident. He located the men near the intersection of English Street and Arlington Avenue, in St. Paul, approximately 10 minutes after responding to reports of the carjacking. As he exited his patrol car, one of the men approached him and immediately opened fire, fatally wounding him. A passerby who heard the shots and witnessed the shooter running from the scene immediately went to Sergeant Bergeron's aid and used his radio to call for assistance. Sergeant Bergeron died at the scene. Approximately four hours after this shooting, an officer assigned to the crime scene's perimeter noticed one of the suspects walking out of the nearby woods near Ivy and Prosperity Avenues. The officer confronted the suspect, who then struck him in the face with a toolbox, breaking his nose and fracturing his eye sockets. The officer was able to fatally shoot the suspect during the ensuing struggle over control of the officer's weapon. The second suspect surrendered to officers two hours later without further incident. He was subsequently sentenced to 35 years in prison. Sergeant Bergeron had served with the Maplewood Police Department for 26 years. He is survived by his wife and twin daughters.",49,26 years,357,Gunfire,"Saturday, May 1, 2010",Cause: Gunfire Weapon: Gun; Unknown type Offender: Shot and killed; second suspect 35 years,100,,,,,,,,[],,,,,,,,,
Officer Scott Patrick Memorial Highway,Officer Scott Patrick,highway,https://www.odmp.org/officer/22143-police-officer-scott-thomas-patrick,Police Officer Scott Thomas Patrick,"Police Officer Scott Patrick was shot and killed while making a traffic stop near the intersection of Dodd Road and Smith Avenue, in West St. Paul, at 12:20 pm. Officer Patrick was standing next to his patrol car's door when the subject fired multiple shots, striking him in the head. He was transported to Regions Hospital where he succumbed to the wound. The subject, who was identified as a fugitive, opened fire on officers who located him in St. Paul approximately seven hours later. He was shot and wounded by the officers before being taken into custody. In February 2015, he was convicted of first-degree murder and sentenced to life without parole. Officer Patrick had served with the Mendota Heights Police Department for 19 years. He is survived by his wife and two teenage daughters.",47,19 years,2231,Gunfire,"Wednesday, July 30, 2014",Cause: Gunfire Weapon: Gun; Unknown type Offender: Sentenced to life,100,,,,,,,,[],,,,,,,,,
Patrol Officer Michael Alan Hogan Memorial Highway,Patrol Officer Michael Alan Hogan,highway,https://www.odmp.org/officer/6594-patrolman-michael-alan-hogan,Patrolman Michael Alan Hogan,"Patrolman Mike Hogan was shot and killed after responding to a shoplifting call at the JC Penny store at 1060 MN-15 in Hutchinson. The suspect was detained by store security and held in the loss prevention office. As Patrolman Hogan was running the man's name, the suspect shot him in the head with a handgun he had managed to conceal from the security officers. The suspect then fled to a local fast-food restaurant, where he forced two people to drive him to Minneapolis. The suspect, 29, was eventually arrested on the day of Patrolman Hogan's funeral. The man was sentenced to life in prison. Officer Hogan was a United States Army Vietnam War veteran and had served with the Hutchinson Police Department for 15 years. He was survived by his wife, daughter, and two sons.",43,15 years,214,Gunfire,"Friday, December 15, 1989",Cause: Gunfire Weapon: Handgun Offender: Sentenced to life,94.33962264150944,,,,,,,,[],,,,,,,,,
Staff Sergeant Kevin Witte Memorial Highway,Staff Sergeant Kevin Witte,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Medal of Honor Recipient Kenneth L Olson Highway,Medal of Honor Recipient Kenneth L Olson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Benjamin S Kopp Bridge,Corporal Benjamin S Kopp,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chip A Imker Memorial Highway,Chip A Imker,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Senator Jim Metzen Memorial Highway,Senator Jim Metzen,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Officer Bill Mathews Memorial Highway,Officer Bill Mathews,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corrections Officer Joseph Gomm Memorial Highway,Corrections Officer Joseph Gomm,highway,https://www.odmp.org/officer/23725-corrections-officer-ii-joseph-brian-gomm,Corrections Officer II Joseph Brian Gomm,"Corrections Officer Joseph Gomm was beaten to death by an inmate at Minnesota Correction Facility–Stillwater at approximately 1:30 p.m. He was supervising inmates in the prison's industry building when he was attacked by one inmate with a hammer. Officer Gomm was transported to Regions Hospital, in St. Paul, where he succumbed to his injuries. Officer Gomm had served with the Minnesota Department of Corrections for 16 years. He is survived by his mother, three brothers and two sisters. In August 2019, a portion of MN state highway 95, running from Interstate 94 in Lakeland to MN state Highway 36 in Oak Park Heights, was renamed Corrections Officer Joseph Gomm Memorial Highway.",45,16 years,Not available,Assault,"Wednesday, July 18, 2018",Cause: Assault Weapon: Blunt object; Hammer Offender: In custody,100,,,,,,,,[],,,,,,,,,
Captain Jeffrey Vollmer Memorial Highway,Captain Jeffrey Vollmer,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Richard J Ames Memorial Highway,Richard J Ames,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ryane Clark Memorial Highway,Ryane Clark,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Tom Rukavina Memorial Bridge,Tom Rukavina,highway,,,,,,,,,,,politician,,male,8/23/1950,1/7/2019,https://en.wikipedia.org/wiki/Tom_Rukavina,,[],,,,,,,,,
Kenneth E. Sellon and Eugene B. Schlotfeldt Memorial Highway,Kenneth E Sellon and Eugene B Schlotfeldt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Specialist Noah Pierce Bridge,Specialist Noah Pierce,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
State Trooper Ray Krueger Memorial Highway,State Trooper Ray Krueger,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Warrant Officer Dennis A. Groth Memorial Bridge,Warrant Officer Dennis A Groth,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Caleb L. Erickson Memorial Highway,Corporal Caleb L Erickson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Chief Daryl ""Taddy"" Drusch Memorial Highway",Chief Daryl Taddy Drusch,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Private Joseph Marthaler Memorial Bridge,Private Joseph Marthaler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Patrol Inspector Robert H. Lobdell Memorial Highway,Patrol Inspector Robert H Lobdell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy Richard K. Magnuson Memorial Highway,Deputy Richard K Magnuson,highway,https://www.odmp.org/officer/8439-deputy-sheriff-richard-kim-magnuson,Deputy Sheriff Richard Kim Magnuson,"Deputy Magnuson was shot and killed while stopping a car that had run through the Canadian border crossing at the Roseau Port of Entry. The suspect had shot him ten times with a .22 caliber rifle. Unbeknownst to Deputy Magnuson the suspect had murdered three young people in Canada before fleeing into the United States. The man was arrested a few hours later. The man, 20, was convicted of murder and sentenced to life in Oak Park Heights Maximum Security Prison. In 1992 he was extradited to Canada. On January 16, 1997, he was convicted of second degree murder and manslaughter and sentenced to an indeterminate term. If released, he has to be sent back to a Minnesota prison. Deputy Magnuson had been with the agency for only two months and was survived by his parents.",20,2 months,Not available,Gunfire,"Wednesday, August 2, 1978",Cause: Gunfire Weapon: Rifle; .22 caliber Offender: Sentenced to life,93.87755102040816,,,,,,,,[],,,,,,,,,
Prince Rogers Nelson Memorial Highway,Prince Rogers Nelson,highway,,,,,,,,,,,film actor,African Americans,male,6/7/1958,4/21/2016,https://en.wikipedia.org/wiki/Prince_(musician),,[],,,,,,,,,
Deputy Josh Owen Memorial Overpass,Deputy Josh Owen,highway,https://www.odmp.org/officer/26699-deputy-sheriff-josh-owen,Deputy Sheriff Josh Owen,"Deputy Sheriff Josh Owen was shot and killed while he and another deputy attempted to arrest a man for domestic violence in the 400 block of Stromen Street in Cyrus at about 7:30 pm. Deputies, as well as police officers from the Glenwood Police Department and Starbuck Police Department, had been dispatched to the house for reports of a domestic violence incident. The officers were attempting to place the man into custody when he opened fire on them. Deputy Owen and the subject were both fatally wounded. The other deputy and the Starbuck officer were injured. The incident occurred on Deputy Owen's 44th birthday. Deputy Owen was a Minnesota National Guard Operation Iraqi Freedom veteran and had served with the Pope County Sheriff's Office for almost 12 years. He is survived by his wife, son, and parents. His father is a retired law enforcement officer.",44,12 years,603,Gunfire,"Saturday, April 15, 2023",Cause: Gunfire Weapon: Gun; Unknown type Offender: Shot and killed,100,,,,,,,,[],,,,,,,,,
Michael Gau Memorial Bridge,Michael Gau,highway,,,,,,,,,,,,,male,,,,,[],,,,,,,,,
Senator David J. Tomassoni Memorial Cross Range Expressway,Senator David J Tomassoni Memorial Cross Range,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Mayor Dave Smiglewski Memorial Bridge,Mayor Dave Smiglewski,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Gopher Gunners Memorial Bridge,Gopher Gunners,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
