source_url,name,bio,age,tour,badge,cause,end_of_watch,incident_details,matched_input_name,fuzzy_score
https://www.odmp.org/officer/1677-patrolman-leroy-s-bedell,Patrolman LeRoy S. Bedell,"Patrolman LeRoy Bedell was killed in a motorcycle crash while patrolling State Route 59 in Erie County, six miles east of Bellevue, at 3:35 pm. A dog lunged at his motorcycle, causing him to lose control as he attempted to avoid striking it. He was thrown onto the highway and suffered a broken neck. He was transported to Bellevue Hospital, where he succumbed to his injuries 15 minutes later. Patrolman Bedell had served with the Ohio State Highway Patrol for two years, was assigned to Bellevue, and previously served with the Heron County Sheriff's Office. He is survived by his wife, five children, and mother. State Route 59 is current day OH 113.",34,"2 years, 9 months",15,Motorcycle crash,"Tuesday, August 20, 1935",Cause: Motorcycle crash,Patrolman Leroy S. Bedell,100.0
https://www.odmp.org/officer/17467-deputy-sheriff-brandy-lyn-winfield,Deputy Sheriff Brandy Lyn Winfield,"Deputy Sheriff Brandy Winfield was shot and killed after being dispatched to check on a disabled vehicle on State Route 423. After responding to the call, Deputy Winfield encountered two men walking along the road and made contact with them. No further radio contact was made with dispatchers. A short time later, Deputy Winfield was found shot in his patrol car, which was upside down in a ravine along the roadway. Deputy Winfield was transported to a local hospital where he died. The original vehicle was located a short time later off Route 23 near Delaware following a massive manhunt. Two suspects were apprehended later in the week and were charged with aggravated murder. One of the suspects was sentenced to 2 years probation for obstruction of justice. The 20-year-old shooter was convicted of murder and sentenced to 40 years to life. He will be eligible for parole on October 4, 2047. Deputy Winfield had served with the Marion County Sheriff's Department for 6 years. He is survived by his wife and two children. His great-grandfather also served with the Marion County Sheriff's Office, and his father and brother served with the Marion City Police Department. In 2024, his son joined the Marion County Sheriff's Office as a deputy.",29,6 years,6,Gunfire,"Thursday, October 14, 2004",Cause: Gunfire Weapon: Handgun Offender: Sentenced to life,Deputy Brandy Winfield,100.0
https://www.odmp.org/officer/18112-deputy-sheriff-ethan-g-collins,Deputy Sheriff Ethan G. Collins,"Deputy Ethan Collins was killed in an automobile accident on State Route 188, just outside of Lancaster, while responding to an officer needs assistance call at 3:45 pm. His patrol car went out of control, rolled over, and struck a utility pole near the intersection of SR188 and Beck's Knob Road. Deputy Collins had served with the Fairfield County Sheriff's Office for six years. He is survived by his wife, son, and daughter.",29,6 years,268,Automobile crash,"Wednesday, January 4, 2006",Cause: Automobile crash,Deputy Ethan Collins,100.0
https://www.odmp.org/officer/19545-deputy-sheriff-marty-michael-martin,Deputy Sheriff Marty Michael Martin,"Deputy Sheriff Marty Martin was killed in an automobile crash on I-71 near I-270 while he and another deputy worked an undercover operation at approximately 12:30 a.m. Their unmarked SUV hydroplaned as a result of heavy rain struck a culvert, and overturned. Deputy Martin was transported to a local hospital where he succumbed to his injuries. His partner sustained moderate injuries. Deputy Martin had served with the Franklin County Sheriff's Department for 10 years. He is survived by his wife and son.",35,10 years,745,Automobile crash,"Saturday, September 6, 2008",Cause: Automobile crash,Deputy Marty Martin,100.0
https://www.odmp.org/officer/20256-trooper-andrew-c-baldridge,Trooper Andrew C. Baldridge,"Trooper Andrew Baldridge was killed in an automobile crash while responding to backup a deputy from the Wyandot County Sheriff's Office. The patrol car Trooper Baldridge was driving overturned west of Carey on township Road 95, south of state Route 103, causing fatal injuries. His training officer sustained non-life-threatening injuries. Trooper Baldridge had graduated from the academy as a member of the 149th Academy Class in December. He is survived by his parents, sister, brother, and nephew.",25,2 months,0053,Automobile crash,"Thursday, February 4, 2010",Cause: Automobile crash,Trooper Andrew C. Baldridge,100.0
https://www.odmp.org/officer/20348-police-officer-thomas-f-patton-ii,"Police Officer Thomas F. Patton, II","Police Officer Thomas Patton suffered a fatal heart attack while chasing a suspect. Officer Patton responded to assist another officer who was in foot pursuit of a man who had been harassing two women inside a convenience store. When that officer tried to make an arrest, the subject spit in his face and fled on foot. The officer pursued and called for assistance. Officer Patton responded and joined in the pursuit, which went through the woods and several backyards. At Glenmont and Mayfield Roads, Officer Patton bent over, rested his hands on his knees for a moment and then continued running. He collapsed shortly after. He was transported to Huron Hospital where he was pronounced dead a short time later. The subject he was chasing plead guilty to involuntary manslaughter and was sentenced to four years in prison. Officer Patton had served with the Cleveland Heights Police Department for nine years. He is survived by his 4-month-old daughter, fiancee, five sisters, and his father, Ohio State Senator Thomas F. Patton.",30,9 years,345,Heart attack,"Saturday, March 13, 2010",Cause: Heart attack Weapon: Person Offender: Sentenced to 4 years,Thomas F. Patton II,94.73684210526316
https://www.odmp.org/officer/20636-deputy-sheriff-suzanne-michelle-hopper,Deputy Sheriff Suzanne Michelle Hopper,"Deputy Sheriff Suzanne Hopper was shot and killed after responding to a call of a window being shot out at a trailer park in Enon. While conducting a preliminary investigation, Deputy Hopper observed a footprint and took out a camera to photograph it. As she was taking photographs, a male opened the door to his trailer and fired one shot at Deputy Hopper with a shotgun, killing her. Additional deputies and officers from area police departments arrived at the scene and surrounded the trailer. A standoff ensued in which dozens of shots were fired between the suspect and officers. A police officer from the German Township Police Department was wounded and the suspect was ultimately killed during the shootout. The suspect's girlfriend was convicted of charges connected with providing the man the gun he used to killer Deputy Hopper. The girlfriend was sentenced to five years in prison. Deputy Hopper had served with the Clark County Sheriff's Office for 12 years.  She is survived by her husband, two children, and two stepchildren.",40,12 years,12-69,Gunfire,"Saturday, January 1, 2011",Cause: Gunfire Weapon: Shotgun Offender: Shot and killed,Deputy Suzanne Hopper,100.0
https://www.odmp.org/officer/20664-police-officer-thomas-raymond-hayes,Police Officer Thomas Raymond Hayes,"Police Officer Tom Hayes succumbed to complications of a gunshot wound sustained 31 years earlier while attempting to arrest two teens on a curfew violation. He had responded to a local convenience store after receiving reports of a disturbance by the two teens at 2:25 a.m. The boys had been drinking, smoking marijuana, and had taken LSD. As Officer Hayes attempted to arrest them, a scuffle ensued in which one of the boys pulled out a handgun and shot him in the back. The wound caused him to become paralyzed below the waist. Officer Hayes continued to suffer serious health issues as a result of the wound, including the amputation of one of his legs six years prior to his death. In March 2011, Officer Hayes' death was ruled a homicide by the Franklin County Coroner. One youth was found guilty of delinquency charges and committed to the Ohio Youth Commission. The juvenile, who shot Officer Hayes, was tried as an adult and convicted of felonious assault and carrying a concealed weapon. He served almost 24 years in prison before being released in 2004. Officer Hayes was a United States Army veteran. Prior to being shot, he had served with the Columbus Division of Police for seven years. Despite his wounds and health issues, Officer Hayes continued to work as a civilian sketch artist for the agency. He was survived by his wife.",61,7 years,Not available,Gunfire,"Thursday, January 20, 2011","Cause: Gunfire Incident Date: Tuesday, December 18, 1979 Weapon: Gun; Unknown type Offender: Not available",Thomas Hayes,100.0
https://www.odmp.org/officer/20741-captain-daniel-patrick-stiles,Captain Daniel Patrick Stiles,"Captain Dan Stiles was struck and killed by the driver of a vehicle while directing traffic at approximately 7:50 a.m. He was at the intersection of Edison Street NW and Kaufman Avenue NW directing traffic for a nearby school. Despite wearing a reflective vest, he was struck by an oncoming SUV whose driver stated she did not see him. Captain Stiles was transported to Akron City Hospital where he succumbed to his injuries three hours later. The driver pled no contest to a misdemeanor vehicular manslaughter and was sentenced to 90 days. Captain Stiles, a U.S. Marine Corps veteran, served with the Uniontown Police Department for two years and had previously served with the Hartville Police Department for 18 years. He is survived by his wife and three daughters.",46,20 years,903,Struck by vehicle,"Tuesday, February 15, 2011",Cause: Struck by vehicle,Daniel Stiles,100.0
https://www.odmp.org/officer/20834-sergeant-brian-scott-dulle,Sergeant Brian Scott Dulle,"Sergeant Brian Dulle was struck and killed by a suspect's vehicle while deploying stop sticks at the intersection of U.S. 42 and Utica Road in Turtlecreek Township. The pursuit had been initiated by the Franklin Police Department and traveled into Warren County at 1:50 am. The suspect ran one cruiser off the road and into a ditch on U.S. 42 before continuing towards Utica Road. After striking Sergeant Dulle, the suspect fled on foot but was arrested several hours later following a massive manhunt. In October 2011, Sergeant Dulle's killer was convicted of murder and seven other charges in connection with the incident, and sentenced to 25 years in prison. Sergeant Dulle was a U.S. Army veteran and had served with the Warren County Sheriff's Office for 12 years. He is survived by his wife, three children, parents, and two siblings. He is buried in Lebanon Cemetery, Lebanon, Warren County, Ohio.",36,12 years,822,Vehicular assault,"Tuesday, May 10, 2011",Cause: Vehicular assault Weapon: Automobile Offender: Sentenced to 25 years,Sergeant Brian Dulle,100.0
https://www.odmp.org/officer/22273-police-officer-justin-robert-winebrenner,Police Officer Justin Robert Winebrenner,"Police Officer Justin Winebrenner was shot and killed while confronting an armed subject while off duty at approximately 2:00 am. He and several friends were at a pub in the 1800 block of East Market Street when another patron became disorderly and was ejected from the business. The man returned a short time later and brandished a handgun at the staff and other customers. A staff member who knew Officer Winebrenner was a police officer alerted him to the situation. He and another off-duty officer confronted the man, who then opened fire. Officer Winebrenner was struck once in the chest and suffered a fatal wound, while the other officer suffered a non-life-threatening gunshot wound. Three citizens were also shot and wounded. The subject, a convicted felon, fled the scene on foot but was located and taken into custody by a canine unit approximately one mile away. He was convicted of first-degree murder and sentenced to life without the possibility of parole on October 28, 2015. Officer Winebrenner had served with the Akron Police Department for seven years and had previously served with the Medina County Juvenile Detention Center for two years. He is survived by his 4-year-old daughter and fiancee.",32,"7 years, 7 months",360,Gunfire,"Sunday, November 16, 2014",Cause: Gunfire Weapon: Handgun Offender: Sentenced to life,Justin Winebrenner,100.0
https://www.odmp.org/officer/22965-trooper-kenneth-v-velez,Trooper Kenneth V. Velez,"Trooper Kenneth Velez was struck and killed by a vehicle while conducting a traffic stop on I-90, near the Warren Road exit, in Cuyahoga County. In August 2017 the driver who struck him was acquitted of vehicular homicide charges, but was convicted of driving on a suspended license and other related misdemeanor charges. Trooper Velez had served with the Ohio State Highway Patrol for 27 years. He is survived by his wife and three children.",48,27 years,511,Struck by vehicle,"Thursday, September 15, 2016",Cause: Struck by vehicle,Trooper Kenneth Velez Memorial Highway.,93.33333333333333
https://www.odmp.org/officer/23545-patrolman-marvin-scott-moyer,Patrolman Marvin Scott Moyer,"Patrolman Scott Moyer died as the result of contracting an infectious disease while backing up another officer to apprehend a resisting subject on February 25th, 1998. The officer had to break the window to remove the man from his car during a traffic stop as the man attempted to flee near the intersection of Forest Rose Avenue and North Street. Some of the glass became embedded in the man's foot, causing lacerations. The man begged Patrolman Moyer to help remove the glass. Patrolman Moyer, who also had a cut on his hand, came in contact with the infected man's blood. Patrolman Moyer contracted the infectious disease and died as a result on May 26th, 2017. Patrolman Moyer was a United States Vietnam War veteran had served with the Lancaster Police Department for 18 years. He was survived by his wife, six children, four sisters, a brother, and two grandchildren.",66,18 years,99,Duty related illness,"Friday, May 26, 2017","Cause: Duty related illness Incident Date: Wednesday, February 25, 1998 Weapon: Person Offender: Not available",M. Scott Moyer,92.3076923076923
https://www.odmp.org/officer/2376-patrolman-william-f-brown,Patrolman William F. Brown,"Patrolman William Brown was shot and killed when he interrupted a robbery in progress at the Certified Oil Station on Cole Street and Robb Avenue while on patrol. When he entered the gas station, he asked the attendant if everything was okay. The attendant, who had been told by the suspect to cooperate, responded that everything was fine. Patrolman Brown then asked the suspect to remove the covering from his face. The man suddenly produced a gun and opened fire, striking Patrolman Brown four times. Patrolman Brown was able to fire one round as he fell. He then crawled to his patrol car and called for assistance before succumbing to his wounds. The suspect and his accomplice, both 18, fled the store, but both were eventually apprehended. On January 11, 1975, the gunman was sentenced to life in prison. He has a parole hearing on February 1, 2024. His accomplice was convicted of involuntary manslaughter and robbery and sentenced to two consecutive 7 to 25-year prison terms. Patrolman Brown had served with the Lima Police Department for 16 years. He is survived by his wife, two daughters, five sons, and his mother.",41,16 years,Not available,Gunfire,"Saturday, January 5, 1974",Cause: Gunfire Weapon: Gun; Unknown type Offender: Sentenced to life,William J. Brown,93.75
https://www.odmp.org/officer/24741-police-officer-anthony-hussein-dia,Police Officer Anthony Hussein Dia,"Police Officer Anthony Dia was shot and killed after responding to a disturbance at a Home Depot store at 1035 West Alexis Road at about 12:30 am. A drunk subject had started to harass participants of an informal car show in the store's parking lot. Officer Dia was the first officer on the scene and attempted to contact the subject. The man produced a handgun and opened fire, striking Officer Dia in the chest. Despite his wounds, Officer Dia was able to return fire as the man fled. The subject fled into a nearby wooded area, where he committed suicide. Witnesses to the shooting began to provide medical aid to Officer Dia. Another responding officer transported him to a local hospital, where he succumbed to his wounds. Officer Dia had served with the Toledo Police Department for two years and had previously served with the Mercy Health Police Department for two years. He is survived by his wife, two sons, and parents. In 2022, State Route 184 was dedicated as the Officer Anthony Dia Memorial Highway between mile markers 6 and 7.",26,4 years,2755,Gunfire,"Saturday, July 4, 2020",Cause: Gunfire Weapon: Handgun Offender: Committed suicide,Anthony Dia,100.0
https://www.odmp.org/officer/25069-police-officer-brandon-michael-stalker,Police Officer Brandon Michael Stalker,"Police Officer Brandon Stalker was shot and killed at about 6:30 pm during a barricade involving an arson suspect. At approximately 2:20 am, the front doors of the historic Rosary Cathedral had been set on fire, and racial statements were spray painted onto the walls. At approximately 3:30 pm, officers spotted the suspect near his house in the 2300 block of Fulton Street and attempted to talk to him. The man drew a handgun and ran into a home where he barricaded himself inside. The department's SWAT team responded to the scene and, after negotiations failed, fired a chemical irritant into the home in an attempt to force him outside. The man emerged from the home holding two handguns and opened fire. Officer Stalker, who was on a perimeter position, was struck in the head and fatally wounded. Other officers returned fire and killed the subject. Officer Stalker had served with the Toledo Police Department for 2-1/2 years. He is survived by his two children and fiancée.",24,"2 years, 6 months",514,Gunfire,"Monday, January 18, 2021",Cause: Gunfire Weapon: Handgun Offender: Shot and killed,Brandon Stalker,100.0
https://www.odmp.org/officer/25150-natural-resources-officer-jason-scott-lagore,Natural Resources Officer Jason Scott Lagore,Natural Resources Officer Jason Lagore died after suffering a medical emergency while conducting a search for a juvenile who had fallen through the ice at Rocky Fork Lake at Rocky Fork State Park. Two juveniles had fallen through the ice but one was able to get to shore. Officer Lagore and other first responders were searching for the other juvenile when he suffered a medical emergency. He was transported Highland District Hospital where he was pronounced dead. The second juvenile was recovered from the water a short time later and also pronounced dead at a local hospital. Officer Lagore had served with the Ohio Department of Natural Resources - Division of State Parks and Watercraft for 15 years. He is survived by his wife and two young sons.,36,15 years,Not available,Duty related illness,"Tuesday, February 23, 2021",Cause: Duty related illness,Natural Resources Jason Lagore,100.0
https://www.odmp.org/officer/25841-patrolman-sean-e-vandenberg,Patrolman Sean E. VanDenberg,"Patrolman Sean VanDenberg died from complications as a result of contracting COVID-19 from arresting and transporting a COVID-19 positive suspect to jail after serving a warrant at a home in the 15400 block of Wooster Street NW in North Lawrence. Patrolman VanDenberg had served with the Lawrence Township Police Department for eight years. He is survived by his wife, four children, and two grandchildren.",54,8 years,792,COVID19,"Saturday, December 25, 2021","Cause: COVID19 Incident Date: Friday, December 3, 2021",Patrolman Sean VanDenberg,100.0
https://www.odmp.org/officer/26106-police-officer-dominic-m-francis,Police Officer Dominic M. Francis,"Police Officer Dominic Francis was struck and killed by a vehicle while deploying spike strips near mile marker 142 on southbound I-75 at about 2:30 am. Troopers with the Ohio State Highway Patrol had started pursuing the vehicle on State Route 15 after attempting a traffic stop. The vehicle fled onto I-75 and reached speeds exceeding 130 mph before striking Officer Francis. The three occupants of the vehicle then fled the scene on foot. All three were taken into custody over the next 10 hours. One subject was sentenced to 24 months for the charge of failure to comply and one year for receiving stolen property after pleading guilty. Officer Francis had served in law enforcement for 19 years. He is survived by his wife, son, and daughter. A stretch of I-75 that runs through Bufton was renamed the Officer Dominic Francis Memorial Highway. Signs are located at mile marker 139 Northbound and 143 Southbound.",42,19 years,Not available,Vehicle pursuit,"Thursday, March 31, 2022",Cause: Vehicle pursuit Weapon: Automobile Offender: Apprehended,Dominic Francis,100.0
https://www.odmp.org/officer/26302-deputy-sheriff-matthew-eugene-yates,Deputy Sheriff Matthew Eugene Yates,"Deputy Sheriff Matthew Yates was shot and killed while responding to shots fired call at the 1100 block of Ashwood Drive in South Charleston. At 10:51 am, Clark County Sheriff's Office received a 911 call reporting that a female subject had broken into a residence and fired five or six shots. When Deputy Yates and another deputy attempted to check the mobile home, they were met with gunfire. Deputy Yates was shot inside the trailer and was trapped inside for hours during the standoff with the subject. Clark County Special Operations and other tactical teams were called to rescue him. Deputy Yates was flown to the Miami Valley Hospital, where he succumbed to his injuries. A second deputy was injured while trying to escape the gunfire. The subject was shot and killed. Deputy Yates had served with the Clark County Sheriff's Office for 15 years. He is survived by his wife, daughter, two stepsons, and father, who retired from the Clark County Sheriff's Office.",41,15 years,12-60,Gunfire,"Sunday, July 24, 2022",Cause: Gunfire Weapon: Gun; Unknown type Offender: Shot and killed,Deputy Sheriff Matthew Yates,100.0
https://www.odmp.org/officer/3239-patrolman-david-l-cole,Patrolman David L. Cole,"Patrolman David Cole was shot and killed after responding to an alarm call at United Dairy Farmers at 2373 Florence Avenue. When he arrived on the scene, he observed two men walking nearby. As he approached them, they opened fire, wounding him twice. One of the suspects then took Patrolman Cole's revolver and shot him again. Patrolman Cole was transported to a local hospital where he succumbed to his wounds. Both suspects, both 23, were sentenced to death but had the sentences commuted to life. One of the men was paroled in 1991 and moved to California. The other suspect has been denied parole four times, and the next hearing is on March 1, 2027. Patrolman Cole was an Ohio National Guard veteran and had served with the Cincinnati Police Department for five years. His father was also a Cincinnati Police Officer. He was survived by his wife, parents, and four siblings. In September 2021, a street near Florence and Gilbert Avenues in Walnut Hills was named after Patrolman David Cole.  In 2023, a portion of Interstate 71 was dedicated as “Patrolman David L. Cole Memorial Highway.” He is buried in Saint Peter Cemetery, New Richmond, Ohio.",24,5 years,P160,Gunfire,"Wednesday, July 17, 1974","Cause: Gunfire Incident Date: Sunday, July 14, 1974 Weapon: Officer's handgun Offender: Two sentenced to life. One paroled",Patrolman David L. Cole,100.0
https://www.odmp.org/officer/4433-trooper-jody-s-dye,Trooper Jody S. Dye,"Trooper Jody Dye was struck and killed while placing flares in the roadway at a crash scene at the interchange of I-270 and US Route 33 in Columbus at 10 pm. He was transported to a Columbus hospital, where he succumbed to his injuries an hour later. Trooper Dye had served with the Ohio Highway Patrol for over three years and was assigned to the Granville Post. He is survived by his wife and two young daughters.",25,"3 years, 6 months",318/1307,Struck by vehicle,"Friday, July 5, 1985",Cause: Struck by vehicle,Trooper Jody S. Dye,100.0
https://www.odmp.org/officer/455-patrolman-brett-david-markwood,Patrolman Brett David Markwood,"Patrolman Brett Markwood was shot and killed while chasing a man suspected of robbing a Dairy Mart store. Patrolman Markwood and other officers had been called to the scene and were able to follow footprints that were left in the fresh snow. The officers caught sight of the man, and a foot chase ensued. The suspect rounded the corner of a house at 1019 Second Street and then lay in wait for the first officer. Patrolman Markwood turned the corner, and the suspect shot him in the face at close range and then ran past him. The suspect was arrested about 10 minutes later after trying to submerge himself in a nearby creek. He was convicted and sentenced to life imprisonment. He died in prison on January 31st, 2011. Patrolman Markwood had served with the Lancaster Police Department for three years. He is survived by his wife.",30,3 years,74,Gunfire,"Sunday, February 21, 1993",Cause: Gunfire Weapon: Handgun; .38 caliber Offender: Died in prison,Brett Markwood,100.0
https://www.odmp.org/officer/4685-trooper-wendy-g-everett,Trooper Wendy G. Everett,"Trooper Wendy Everett was struck and killed by an automobile while standing next to her patrol car on I-270. She was taking a report from a trucker whose windshield had been smashed by a water balloon dropped from a freeway bridge near Circleville, Ohio. The driver who killed Trooper Everett turned himself in the next day. He plead guilty to involuntary manslaughter, was sentenced to two to 10 years in prison, and was released on shock parole after serving 18 months. Trooper Everett had served three years with the Ohio State Highway Patrol. She was survived by her parents and sister.",25,3 years,584/586,Struck by vehicle,"Friday, August 5, 1988",Cause: Struck by vehicle,Trooper Wendy G. Everett,100.0
https://www.odmp.org/officer/5096-patrolman-james-a-fredericka,Patrolman James A. Fredericka,"Patrolman James Fredericka succumbed to injuries sustained eight days earlier when he lost control of his patrol car on a wet roadway and struck a tree while responding to an accident call. The accident occurred on State Route 7 in Trumbull County. He was transported to a hospital in Sharon, Pennsylvania, where he succumbed to his injuries. Patrolman Fredericka was a U.S. Army veteran of WWII. He was survived by his wife, two children, and parents. In February 2020, Trumbull Highway was renamed James A. Fredericka Memorial Highway.",38,5 years,289/328,Automobile crash,"Friday, May 8, 1953","Cause: Automobile crash Incident Date: Thursday, April 30, 1953",Patrolman James A. Fredericka,100.0
https://www.odmp.org/officer/5280-patrolman-james-p-gardner,Patrolman James P. Gardner,"Patrolman James Gardner was killed in an automobile crash while pursuing a vehicle at 8:20 p.m. His patrol car collided with another vehicle and then struck a telephone pole on Highway 62 near Alliance. The other patrolman in the vehicle was seriously injured. Patrolman Gardner was a U.S. Navy veteran of WWII and had served with the Ohio State Highway Patrol for only 5 months, assigned to the Massillon Post. He was survived by his parents.",24,5 months,172/455,Automobile crash,"Saturday, February 28, 1948",Cause: Automobile crash,Patrolman James P. Gardner,100.0
