input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
Billy Graham Freeway,Billy Graham Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Billy Graham Parkway,Billy Graham,highway,,,,,,,,,,,pastor,,male,1918-11-07,2018-02-21,https://en.wikipedia.org/wiki/Billy_Graham,,[],,,,,,,,,
Bishop William H Cheek Sr,Bishop William H Cheek Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Bob Jordan,Bob Jordan,highway,,,,,,,,,,,basketball player,,male,,,,,[],,,,,,,,,
Bob Pressley,Bob Pressley,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Bob Timberlake,Bob Timberlake,highway,,,,,,,,,,,painter,,male,1937-01-22,,https://en.wikipedia.org/wiki/Bob_Timberlake_(artist),,[],,,,,,,,,
Bright Leaf,Bright Leaf,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bright_Leaf,,[],,,,,,,,,
Bryon E. Bryan,Bryon E Bryan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Buck Creek Road,Buck Creek,highway,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Buck_Creek,_Indiana",,[],,,,,,,,,
C. F. Harvey,C F Harvey,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
C. H. Edwards,C H Edwards,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
C. Richard Vaughn,C Richard Vaughn,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"C.B. ""Charlie"" Griffin, Jr.",CB Charlie Griffin Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Carl Lamm,Carl Lamm,highway,,,,,,,,,,,film producer,,male,1867-01-17,1939-09-24,https://en.wikipedia.org/wiki/Carl_Laemmle,,[],,,,,,,,,
Carl Moore Story,Carl Moore Story,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Carroll M. Edwards,Carroll M Edwards,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Champion Drive,Champion,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Champion_(surname),,[],,,,,,,,,
Charles Raper Jonas,Charles Raper Jonas,highway,,,,,,,,,,,politician,,male,1904-12-09,1988-09-28,https://en.wikipedia.org/wiki/Charles_R._Jonas,,[],,,,,,,,,
Charles Slyvester Felts,Charles Slyvester Felts,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Charles Suddreth,Charles Suddreth,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Charlie ""Choo Choo"" Justice",Charlie Choo Choo Justice,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Charlie O. Lovette,Charlie O Lovette,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Charlie Shelton,Charlie Shelton,highway,,,,,,,,,,,association football player,,male,1864-01-22,1951-01-01,https://en.wikipedia.org/wiki/Charlie_Shelton,,[],,,,,,,,,
Christopher Fordham,Christopher Fordham,highway,,,,,,,,,,,,,male,,,,,[],,,,,,,,,
Chuck Allen Highway,Chuck Allen,highway,,,,,,,,,,,American football player,,male,1939-09-07,2016-12-15,https://en.wikipedia.org/wiki/Chuck_Allen,,[],,,,,,,,,
Claud Paw Messer Highway,Claud Paw Messer,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Claude E. Pope,Claude E Pope,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Clifton L.  Benson, Sr.",Clifton L  Benson Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clifton L. Benson Hwy.,Clifton L Benson Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Colonel Thomas M. McNish MD Highway,Colonel Thomas M McNish MD,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Commander Frank Elkins,Commander Frank Elkins,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Commander Henry Stevens,Commander Henry Stevens,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Commissioner Eddie C Bridges,Commissioner Eddie C Bridges,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Congressman Earl Ruth,Congressman Earl Ruth,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Congressman G K Butterfield,Congressman G K Butterfield,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Congressman Tim Valentine,Congressman Tim Valentine,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Congresswoman Eva Clayton,Congresswoman Eva Clayton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Conley Call,Conley Call,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Coretta Scott King,Coretta Scott King,highway,,,,,,,,,,,writer,African Americans,female,1927-04-27,2006-01-30,https://en.wikipedia.org/wiki/Coretta_Scott_King,,[],,,,,,,,,
Craig Lawing,Craig Lawing,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dan K. Moore,Dan K Moore,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Daniel Boone,Daniel Boone,highway,,,,,,,,,,,explorer,,male,1734-11-02,1820-09-26,https://en.wikipedia.org/wiki/Daniel_Boone,,[],,,,,,,,,
Dave Phillips,Dave Phillips,highway,,,,,,,,,,,basketball player,,male,,,,,[],,,,,,,,,
David Hoyle,David Hoyle,highway,,,,,,,,,,,,,male,1944-00-00,,,,[],,,,,,,,,
Dean Smith Highway,Dean Smith,highway,,,,,,,,,,,basketball coach,,male,1931-02-28,2015-02-07,https://en.wikipedia.org/wiki/Dean_Smith,,[],,,,,,,,,
Del Mccoury,Del Mccoury,highway,,,,,,,,,,,singer,,male,1939-02-01,,https://en.wikipedia.org/wiki/Del_McCoury,,[],,,,,,,,,
Deputy John F. Strickland,Deputy John F Strickland,highway,https://www.odmp.org/officer/16974-deputy-sheriff-john-fitzgerald-strickland,Deputy Sheriff John Fitzgerald Strickland,"Deputy Sheriff John Strickland was killed in an automobile crash while responding to a call at 7:46 a.m. While driving to a trespassing call, his vehicle swerved off the road and struck a tree on Nursery Road near Highway 87. Deputy Strickland was a U.S. Army veteran and had served with the Harnett County Sheriff's Office for eight months.  He is survived by his wife and three children. His father also served with the agency.",38,8 months,155,Automobile crash,"Wednesday, September 24, 2003",Cause: Automobile crash,95.65217391304348,,,,,,,,[],,,,,,,,,
Deputy Sheriff Roy E. Ashe,Deputy Sheriff Roy E Ashe,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dick Fleming,Dick Fleming,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Doc and Merle Watson,Doc and Merle Watson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Don Buie,Don Buie,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Don Goins,Don Goins,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Donna Fargo,Donna Fargo,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr Leo W Jenkins Highway,Dr Leo W Jenkins,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr Walter Reed,Dr Walter Reed,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Bonnie E. Cone,Dr Bonnie E Cone,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Calvin Jones,Dr Calvin Jones,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Charles R. Drew,Dr Charles R Drew,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Charlotte Hawkins Brown,Dr Charlotte Hawkins Brown,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Dock J Jordan and Carrie Thomas Jordan,Dr Dock J Jordan and Carrie Thomas Jordan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Dr. H.F. ""Cotton"" Robinson",Dr HF Cotton Robinson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Dr. James A. Harrell, Sr.",Dr James A Harrell Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Joe C. Padgett,Dr Joe C Padgett,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. John H. Franklin Highway,Dr John H Franklin,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Joy Johnson,Dr Joy Johnson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Leon R. Staton,Dr Leon R Staton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Martin Luther King Jr.,Dr Martin Luther King Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Mary Martin Sloop,Dr Mary Martin Sloop,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Moses Ray,Dr Moses Ray,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. William Wood,Dr William Wood,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Durwood Stephenson,Durwood Stephenson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
E. Avery Hightower,E Avery Hightower,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
E. Norris Tolson,E Norris Tolson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ed Underwood,Ed Underwood,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ed Yates,Ed Yates,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Edward R. Murrow,Edward R Murrow,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Elmer B. Smith, Sr.",Elmer B Smith Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Enoch R Staley,Enoch R Staley,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Faircloth Expressway,Faircloth,highway,https://www.odmp.org/officer/4714-lieutenant-c-frank-faircloth,Lieutenant C. Frank Faircloth,"Lieutenant C. Frank Faircloth and Patrolman Mahlon Parks were killed in an automobile crash during a high-speed pursuit of a bootlegging suspect. Their vehicle struck an embankment near the Stevens Mill Bridge and then crashed into the water. The suspect they were chasing was charged with manslaughter, but the charges were dropped due to a lack of evidence. Lieutenant Faircloth had served with the Goldsboro Police Department for 18 years.",53,18 years,Not available,Vehicle pursuit,"Monday, September 19, 1960",Cause: Vehicle pursuit Weapon: Automobile Offender: Charges dropped Related Line of Duty Deaths: Patrolman Mahlon M. Parks,100.0,,,,,,https://en.wikipedia.org/wiki/Faircloth,,[],,,,,,,,,
Faye Broyhill,Faye Broyhill,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Francis ""Pete"" Fensel",Francis Pete Fensel,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Frank C. Wilson,Frank C Wilson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Frank V. Avent,Frank V Avent,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Freedom Way,Freedom,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
French Broad Scenic Hwy.,French Broad Scenic Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
G. R. Kindley,G R Kindley,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Garner Bagnal,Garner Bagnal,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
General Hugh Shelton,General Hugh Shelton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
General Younts Expressway,General Younts,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George Coble,George Coble,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George T. Young,George T Young,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George W. Liles,George W Liles,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George W. Smith,George W Smith,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George W. Younce,George W Younce,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Gold Memorial Freeway,Gold Memorial Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor James B. Hunt,Governor James B Hunt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor James G. Martin,Governor James G Martin,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Governor John Motley Morehead,Governor John Motley Morehead,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Great Smoky Mountains,Great Smoky Mountains,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Grover Robbins, Jr.",Grover Robbins Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Guy Jennings Winstead, First Lieutenant",Guy Jennings Winstead First Lieutenant,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harold C Smith,Harold C Smith,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harold K Stallcup,Harold K Stallcup,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harold Lee Frank Highway,Harold Lee Frank,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harold W. Hardison,Harold W Hardison,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harriet Morehead Berry,Harriet Morehead Berry,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harry Lee Robertson,Harry Lee Robertson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Harvey A. Carpenter, Jr.",Harvey A Carpenter Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Hector MacLean,Hector MacLean,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Herb Thomas,Herb Thomas,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Honorable Talmadge S. Baker,Honorable Talmadge S Baker,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Honorable William Lindsay Osteen Highway,Honorable William Lindsay Osteen,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Horace B. Phillips,Horace B Phillips,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Hoyt Patrick Taylor, Jr.",Hoyt Patrick Taylor Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
I. L. Buck Dean,I L Buck Dean,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Irvin S. Garrish,Irvin S Garrish,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Isaac Brooks,Isaac Brooks,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
J. Douglas Galyon Freeway,J Douglas Galyon Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
J. Elsie Webb Thoroughfare,J Elsie Webb Thoroughfare,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
J. Howard Coble,J Howard Coble,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
J. Ollie Harris,J Ollie Harris,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"J. Vines Cobb, Jr",J Vines Cobb Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
J.J. Webster,JJ Webster,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"J.M. Hunt, Jr. Expressway",JM Hunt Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jack E. Bryant,Jack E Bryant,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jack H. Lucas,Jack H Lucas,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jake Alexander,Jake Alexander,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jake May Drive,Jake May,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jake White,Jake White,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
James Arthur Callahan,James Arthur Callahan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
James E. Harrington,James E Harrington,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"James E. Holshouser, Jr.",James E Holshouser Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
James K. Polk,James K Polk,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
James R. Vannoy,James R Vannoy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
James T. Broyhill,James T Broyhill,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jeff Gordon,Jeff Gordon,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jerome C. Davis,Jerome C Davis,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jerry R. Carlton,Jerry R Carlton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jesse A. Lunsford,Jesse A Lunsford,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jim Graham,Jim Graham,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jimmie Lee Couch Drive,Jimmie Lee Couch,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Jimmy Capps,Jimmy Capps,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John B. Bond,John B Bond,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John Belk,John Belk,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John E. Bishop,John E Bishop,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"John J. Burney, Jr",John J Burney Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John Motley Morehead III.,John Motley Morehead III,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John P. East,John P East,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John Penn Highway,John Penn,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John W. Brown,John W Brown,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Joseph M. Bryan,Joseph M Bryan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Julian R. Allsbrook,Julian R Allsbrook,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
KIA/MIA/POW Memorial Highway,KIAMIAPOW,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Kannapolis Parkway,Kannapolis,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ken Trowbridge Road,Ken Trowbridge,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Kirksey Bypass,Kirksey Bypass,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Kistler Highway,Kistler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
L. Berge Beam Sr.,L Berge Beam Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
L. H. Fountain,L H Fountain,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
LCDR R. Geddie Herring,LCDR R Geddie Herring,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lacy H. Thornburg,Lacy H Thornburg,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lake Tahoma Road,Lake Tahoma,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Leo Mercer,Leo Mercer,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lewis P. Hamlin Highway,Lewis P Hamlin,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lieutenant Governor Walter H Dalton Highway,Lieutenant Governor Walter H Dalton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Liston Ramsey,Liston Ramsey,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lt George H Yarborough Highway,Lt George H Yarborough,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lulu Belle Wiseman,Lulu Belle Wiseman,highway,,,,,,,,,,,country singer,,female,1913-12-24,1999-02-08,,,[],,,,,,,,,
Lyndo Tippett Highway,Lyndo Tippett,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Lynwood Smith,Lynwood Smith,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
M. Q. Plumblee,M Q Plumblee,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
M. Wayne Mangum,M Wayne Mangum,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Mac Campbell Jr. Highway,Mac Campbell Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Major General Joseph McNeil Way,Major General Joseph McNeil,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Marcella H Smith,Marcella H Smith,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Marcellus III Buchanan,Marcellus III Buchanan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Marion Lytle,Marion Lytle,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Market Street,Market,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Marshall Rauch,Marshall Rauch,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Martin H. Lancaster,Martin H Lancaster,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Mayor Roger Snyder,Mayor Roger Snyder,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Merle Dryman Parkway,Merle Dryman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Michael Jordan,Michael Jordan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Michael Krzyzewski,Michael Krzyzewski,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Moore's Creek Battleground Highway,Moores Creek Battleground,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Morris McGough,Morris McGough,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Nello Teer, Sr.",Nello Teer Sr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Old Halifax Road,Old Halifax,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Orville D. and Kent Coward,Orville D and Kent Coward,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Oscar A. Keller, Jr.",Oscar A Keller Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Paul Brown Boulevard,Paul Brown,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Paul Green,Paul Green,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pigeon River Route,Pigeon River Route,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pilot Mountain Parkway,Pilot Mountain,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pleasure Route,Pleasure Route,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Police Chief Jimmy Bell,Police Chief Jimmy Bell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Pottery Highway,Pottery,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Preddy Boulevard,Preddy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
President Ronald Reagan,President Ronald Reagan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Purple Heart Highway,Purple Heart,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ray Kelly Highway,Ray Kelly,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Rep. Howard Hunter, Jr.",Rep Howard Hunter Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Representative Larry M Bell,Representative Larry M Bell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Representative W. Eugene McCombs,Representative W Eugene McCombs,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Rev James Andrew Felton,Rev James Andrew Felton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Rev. Charlie C. Lawrence,Rev Charlie C Lawrence,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Rev. Dr. Howard L. Mitchell,Rev Dr Howard L Mitchell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Reverend George Kloster,Reverend George Kloster,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Richard Childress,Richard Childress,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Richard Dobbs Spaight,Richard Dobbs Spaight,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Richard Petty,Richard Petty,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Richard Pugh,Richard Pugh,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert Burton Nelson Hwy.,Robert Burton Nelson Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert C. Hunter,Robert C Hunter,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert G. Barr Expressway,Robert G Barr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert Glen Jr. Johnson,Robert Glen Jr Johnson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Robert Scott Highway,Robert Scott,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Rodney Orr,Rodney Orr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ronnie Milsap Highway,Ronnie Milsap,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Roy Williams Highway,Roy Williams,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"S. B. Lacey, Jr.",S B Lacey Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
