input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
Agent Choc Ericsson Memorial Highway,Agent Choc Ericsson,highway,https://www.odmp.org/officer/17993-agent-choc-douglas-ericsson,Agent Choc Douglas Ericsson,"Agent Choc Ericsson succumbed to severe head injuries sustained when he was run over by a vehicle following a short pursuit in Woodward County. Agent Ericsson was off duty, at home, when his wife came home and informed him that a vehicle had followed her and their children home from the grocery store and had attempted to run her off of the road. When Agent Ericsson went outside to investigate, the driver of the vehicle backed out of the driveway and fled. Agent Ericsson immediately got into his unmarked department vehicle and pursued the vehicle a short distance. After the vehicle finally stopped, Agent Ericsson attempted to subdue the driver, who was high on methamphetamine. During the struggle, the suspect was shot once in the chest as he began to drive away, dragging Agent Ericsson. Agent Ericsson was taken to Mercy Health Center in Oklahoma City, where he remained until succumbing to the injuries. Investigation of the incident determined that the suspect had followed several other people in a reckless manner that evening while high on methamphetamine. On January 4, 2007, he was found incompetent to stand trial and committed to a mental institution. Agent Ericsson had served with the Oklahoma Bureau of Narcotics and Dangerous Drugs Control for over five years and previously served with the Durant Police Department and Mooreland Police Department.  He is survived by his wife and three children.",38,5 years,Not available,Vehicular assault,"Friday, November 18, 2005","Cause: Vehicular assault Incident Date: Friday, November 11, 2005 Weapon: Automobile; Narcotics involved Offender: Shot and wounded",100.0,,,,,,,,[],,,,,,,,,
Albert Furr Memorial Highway,Albert Furr,highway,,,,,,,,,,,,,male,,,,,[],,,,,,,,,
America's Corner,Americas Corner,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
American Legion Memorial Highway,American Legion,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/American_Legion,,[],,,,,,,,,
Angie Debo Mem. Hwy,Angie Debo Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Army PVT Paul Gilbert, KIA WWII, Memorial Highway",Army PVT Paul Gilbert KIA WWII,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Army Ranger Staff Sgt. Vinson Bryon """"Trinity"""" Adkinson III Memorial Highway",Army Ranger Staff Sgt Vinson Bryon Trinity Adkinson III,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Army SPC Ryan J. Grady Memorial Highway,Army SPC Ryan J Grady,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Army T/Sgt. Yancy B Kite, KIA WWII, Memorial Highway",Army TSgt Yancy B Kite KIA WWII,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
B. L. Klutts,B L Klutts,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
B. L. Klutts Highway,B L Klutts,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Barbara S. Swineford Highway,Barbara S Swineford,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Bataan Death March Survivor Elmer “Red” Vanover Memorial Highway,Bataan Death March Survivor Elmer Red Vanover,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ben Haskins Mem. Hwy,Ben Haskins Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ben Johnson Mem. Hwy,Ben Johnson Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Bertha Parker Bypass,Bertha Parker Bypass,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Bill Swisher Memorial Highway,Bill Swisher,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Bill W. Burgess Jr. Highway,Bill W Burgess Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Billy B. Walkabout Memorial Highway,Billy B Walkabout,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Billy Fairl Morgan Memorial Highway,Billy Fairl Morgan,highway,https://www.odmp.org/officer/9605-narcotics-agent-billy-fairl-morgan,Narcotics Agent Billy Fairl Morgan,"Narcotics Agent Billy Morgan, Corporal Ronnie Fox, and Detective David Sheehan were killed when their plane crashed into Jack Fork Mountain in southeastern Oklahoma. The officers were searching for marijuana fields at the time. Agent Morgan was to become the first agent in charge of the new McAlester Office of the Oklahoma Bureau of Narcotics and Dangerous Drugs Control that Monday. He was survived by his parents.",29,Not available,Not available,Aircraft accident,"Thursday, July 30, 1981","Cause: Aircraft accident Related Line of Duty Deaths: Corporal Ronnie Nile Fox , Detective David J. Sheehan",100.0,,,,,,,,[],,,,,,,,,
Black Kettle Mem. Hwy,Black Kettle Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Blue Star,Blue Star,highway,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,,[],,,,,,,,,
Bobby Green Memorial Expressway,Bobby Green,highway,,,,,,,,,,,basketball player,,male,,,,,[],,,,,,,,,
Bobby Joe Cudd Memorial Highway,Bobby Joe Cudd,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Boone Pickens Memorial Highway,Boone Pickens,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Boone_Pickens_Stadium,,[],,,,,,,,,
Braggs Veterans Memorial Highway,Braggs Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Broken Arrow Expressway,Broken Arrow,highway,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Broken_Arrow,_Oklahoma",,[],,,,,,,,,
"Bronze Star Recipient Marine SGT Justin Lee Noyes, KIA Iraq, Memorial Highway",Bronze Star Recipient Marine SGT Justin Lee Noyes KIA Iraq,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Buddy Murrell Memorial Highway,Buddy Murrell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
C.D. Scribner WWII Veteran Memorial Highway,CD Scribner WWII Veteran,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"CDR Ernest Evans, First Tribal Recipient of the Medal of Honor, Memorial Trail",CDR Ernest Evans First Tribal Recipient of the Medal of Honor,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
COO-WEE-SCOO-WEE Parkway,COOWEESCOOWEE,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
COP Andy Blizzard and ACOP Justin Durrett Memorial Highway,COP Andy Blizzard and ACOP Justin Durrett,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CSM Junior H. Honeycutt Memorial Highway,CSM Junior H Honeycutt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CW02 Steven Shephard Memorial Highway,CW02 Steven Shephard,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CW2 Randy Lee Billings Memorial Highway,CW2 Randy Lee Billings,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CW4 Wendell Carroll LaFevers Memorial Highway,CW4 Wendell Carroll LaFevers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Callahan Lane Mem. Road,Callahan Lane Mem,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Capt. David Arthur Peters Memorial Highway,Capt David Arthur Peters,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Captain David """"JP"""" Thompson Memorial Highway",Captain David JP Thompson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Frederick F. Henry Medal of Honor Memorial Highway,Captain Frederick F Henry Medal of Honor,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain George Green Memorial Highway,Captain George Green,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Jeff Sewell Memorial Highway,Captain Jeff Sewell,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Kyle King Memorial Highway,Captain Kyle King,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Mark E. Barker Memorial Highway,Captain Mark E Barker,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Captain Otho Butler Mem. Hwy,Captain Otho Butler Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Carl Belew Mem. Hwy,Carl Belew Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Carsyn Kay Hackler Memorial Highway,Carsyn Kay Hackler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cecil B. 'Bud' Greathouse Bypass,Cecil B Bud Greathouse Bypass,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Centennial Expreeway,Centennial Expreeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chappelle Family Memorial Highway,Chappelle Family,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Charles """"Chub"""" Shaw Memorial Highway",Charles Chub Shaw,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Charles Davis Memorial Highway,Charles Davis,highway,,,,,,,,,,,bookseller,,male,1693-01-01,1755-00-00,,,[],,,,,,,,,
Chief Warrant Officer Brady Rudolf Memorial Highway,Chief Warrant Officer Brady Rudolf,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chief Warrant Officer Gordon Spangler Memorial Highway,Chief Warrant Officer Gordon Spangler,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chisholm Trail Highway,Chisholm Trail,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Chisholm_Trail_(video_game),,[],,,,,,,,,
Choctaw-Chickasaw Trail of Tears Mem. Highway,ChoctawChickasaw Trail of Tears Mem,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Chuck Stotts Way,Chuck Stotts,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cimarron Hwy,Cimarron Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"City Marshal Jefferson Davis """"J.D."""" Graham Memorial Highway",City Marshal Jefferson Davis JD Graham,highway,https://www.odmp.org/officer/5634-city-marshal-jefferson-davis-jd-graham,"City Marshal Jefferson Davis ""J.D."" Graham","Marshal J.D. Graham was shot and killed by a drunk man seeking revenge as a result of an encounter with the marshal earlier in the evening. The marshal had ejected the man from a pool hall and ordered him to go home and go to sleep. The suspect went home, obtained a 12-gauge shotgun, and then went searching for Marshal Graham. He located the marshal on a city street. Marshal Graham again told the man to go home and then turned to walk away. The suspect shot Marshal Graham in the back of the head at a range of six feet, killing him instantly. The suspect was convicted of Marshal Graham's murder and sentenced to 40 years. However, while the suspect was out on appeal he was killed by Marshal Graham's son. The son was tried for murder and acquitted. Marshal Graham was survived by his wife and ten children.",63,Not available,Not available,Gunfire,"Saturday, April 27, 1929",Cause: Gunfire Weapon: Shotgun; 12 gauge Offender: Shot and killed,95.89041095890411,,,,,,,,[],,,,,,,,,
Clara Luper Corridor,Clara Luper,highway,,,,,,,,,,,human rights defender,,female,1923-05-03,2011-06-08,https://en.wikipedia.org/wiki/Clara_Luper,,[],,,,,,,,,
"Clarence F. 'Chink' Douglas, Lawman Highway",Clarence F Chink Douglas Lawman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clarence and Ethel Branch Memorial Highway,Clarence and Ethel Branch,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Clem McSpadden Mem. Hwy,Clem McSpadden Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cliff Bogle Mem. Hwy,Cliff Bogle Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Coach Ray Troutt Memorial Highway,Coach Ray Troutt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Coach Rick Gandy Memorial Highway,Coach Rick Gandy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Col Noble A Miller, USAF - WWII, Korea, and Vietnam Memorial Highway",Col Noble A Miller USAF  WWII Korea and Vietnam,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Col. Derek Grimes Memorial Highway,Col Derek Grimes,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Col. John L. Smith Medal of Honor Recipient Memorial Highway,Col John L Smith Medal of Honor Recipient,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Col. William A. Ahrberg World War II and Korea Memorial Highway,Col William A Ahrberg World War II and Korea,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Colonel Aaron C. Burley Burleson Memorial Highway,Colonel Aaron C Burley Burleson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Colonel Albert Hill Highway,Colonel Albert Hill,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Colonel George Henry Normand Memorial Highway,Colonel George Henry Normand,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Colonel Harold D. Pinney, US Army Highway",Colonel Harold D Pinney US Army,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Colonel John L. Hillman Parkway,Colonel John L Hillman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Comanche Code Talker Trailway,Comanche Code Talker Trailway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Command Sergeant Major Bennie G. Adkins Highway,Command Sergeant Major Bennie G Adkins,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Congressman Bill K. Brewster Hwy,Congressman Bill K Brewster Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Corporal Kyle Jeffrey Davis Memorial Highway,Corporal Kyle Jeffrey Davis,highway,https://www.odmp.org/officer/25214-corporal-kyle-jeffrey-davis,Corporal Kyle Jeffrey Davis,"Corporal Kyle Davis died after being assaulted inside of the Washington County Correctional Facility while booking a prisoner. Seventeen subjects had been arrested as part of a large multiagency narcotics investigation and were being booked into the jail. One of the men began to struggle with officers while being booked and struck Corporal Davis in the chest, causing him to suffer a ruptured aorta. He was transported to a local hospital where he passed away approximately one hour later. Corporal Davis had served with the Washington County Sheriff's Office for 13 years. He is survived by his wife and two children.",38,13 years,S25,Assault,"Thursday, March 25, 2021",Cause: Assault Weapon: Person Offender: In custody,100.0,,,,,,,,[],,,,,,,,,
Corporal Michael Eyre Thompson Memorial Highway,Corporal Michael Eyre Thompson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Councilwoman Avalon Reece Memorial Highway,Councilwoman Avalon Reece,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
County Commissioner Roy Rains Memorial Highway,County Commissioner Roy Rains,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cpl. Joshua Jerold Ware Memorial Highway,Cpl Joshua Jerold Ware,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Creede Speake, Jr. Memorial Highway",Creede Speake Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Cullison Memorial Highway,Cullison,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dale McFarlin Memorial Highway,Dale McFarlin,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dan P. Holmes Mem. Hwy,Dan P Holmes Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Danny Martinez Memorial Highway,Danny Martinez,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
David 'Rocky' Eales Mem. Highway,David Rocky Eales Mem,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dawson Sumner Memorial Highway,Dawson Sumner,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy Jarid Taylor Memorial Highway,Deputy Jarid Taylor,highway,https://www.odmp.org/officer/24378-deputy-sheriff-jarid-don-taylor,Deputy Sheriff Jarid Don Taylor,"Deputy Sheriff Jarid Taylor was killed in an automobile crash while responding to an emergency call at about 6:00 am. His patrol car left the roadway and struck a tree on Old Highway 70 near Lone Oak Road, east of Durant. Deputy Taylor had served with the Bryan County Sheriff's Office for just under two years. He is survived by his two children, mother, stepfather, brother, two sisters, and fiancée. On January 14, 2023, a section of the U.S. Highway 70 Bypass was renamed the Deputy Sheriff Jarid Taylor Memorial Highway.",31,"1 year, 11 months",23,Automobile crash,"Tuesday, January 14, 2020",Cause: Automobile crash,100.0,,,,,,,,[],,,,,,,,,
Deputy Mike Roberts and Deputy Tim Lowry Memorial Highway,Deputy Mike Roberts and Deputy Tim Lowry,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Deputy Sean Cookson Memorial Highway,Deputy Sean Cookson,highway,https://www.odmp.org/officer/23543-deputy-sheriff-sean-freedom-cookson,Deputy Sheriff Sean Freedom Cookson,"Deputy Sheriff Sean Cookson succumbed to injuries sustained five days earlier when he was involved in a vehicle crash while en route to mandatory training. His vehicle was involved in a four-car crash at the intersection of Highway 82 and Gideon Road, in Cherokee County. He was transported to a local hospital before being flown to St. John's Hospital, in Tulsa. He remained in the hospital until succumbing to his injuries. Deputy Cookson had served with the Craig County Sheriff's Office for only one month. He is survived by his wife.",23,1 month,9,Automobile crash,"Monday, February 27, 2017","Cause: Automobile crash Incident Date: Wednesday, February 22, 2017",100.0,,,,,,,,[],,,,,,,,,
Deputy Sheriff Clifford Phillip Payne Memorial Highway,Deputy Sheriff Clifford Phillip Payne,highway,https://www.odmp.org/officer/10456-deputy-sheriff-clifford-phillip-payne,Deputy Sheriff Clifford Phillip Payne,"Deputy Payne and an undercover narcotics agent were shot by the stepfather of a 17-year-old male they were attempting to arrest on a marijuana charge at his home about 1:30 a.m. The stepfather fired five rounds from a snub-nosed .38-caliber pistol, fatally wounding Deputy Payne and striking the narcotics agent in the chin and left hand. The stepfather was wounded in the side by the narcotics agent who fired from the doorway of the residence as he was seeking cover. The 17-year-old fled out the back door when the shooting began. He surrendered to authorities about 9:30 a.m. after a massive eight-hour search of the Burns Flat industrial district. The stepfather was arrested and charged with murdering Deputy Payne. He testified that he thought Deputy Payne was an armed intruder in his home that night and cited the fact that the deputy had a beard and long hair. The prosecution countered that Deputy Payne was dressed in uniform. The suspect was acquitted by a jury.  Deputy Payne was survived by his wife and three sons.",Not available,Not available,Not available,Gunfire,"Saturday, June 18, 1977",Cause: Gunfire Weapon: Handgun; .38 caliber Offender: Acquitted,100.0,,,,,,,,[],,,,,,,,,
Deputy Sheriff David Wade Memorial Highway,Deputy Sheriff David Wade,highway,https://www.odmp.org/officer/23223-deputy-sheriff-david-james-wade,Deputy Sheriff David James Wade,"Deputy Sheriff David Wade was shot and killed at approximately 8:30 am as he attempted to serve an eviction notice at a residence near the intersection of CR 66 and Midwest Boulevard, outside of Mulhall, Oklahoma. He encountered three subjects at the residence and began checking their identifications. One of the subjects opened fire on Deputy Wade, striking him multiple times. The man then stole Deputy Wade's patrol truck and fled the scene. He then abandoned the vehicle and carjacked a citizen in a nearby town. The subject was taken into custody several hours later. Deputy Wade was able to radio for backup after he was shot. He was flown to a hospital in Oklahoma City where he passed away several hours later while in surgery. Deputy Wade was a U.S. Army veteran and had served with the Logan County Sheriff's Office for three years. He is survived by his wife and three children.",40,3 years,221,Gunfire,"Tuesday, April 18, 2017",Cause: Gunfire Weapon: Handgun Offender: In custody,100.0,,,,,,,,[],,,,,,,,,
Destry Horton Mem. Highway,Destry Horton Mem,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Director Steven Stokes Memorial Highway,Director Steven Stokes,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Disabled American Veterans Highway,Disabled American Veterans,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Don Bowser Memorial Highway,Don Bowser,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Don R. Dunn Memorial Highway,Don R Dunn,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Don and Shirley Staires Memorial Highway,Don and Shirley Staires,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Donald J. Gott Memorial Highway,Donald J Gott,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Dr. D. P. Richardson, M. D. memorial Highway",Dr D P Richardson M D,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Ernest L. Holloway Highway,Dr Ernest L Holloway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. James E. and Representative Mina M. Hibdon Memorial Highway,Dr James E and Representative Mina M Hibdon,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Dr. Martin Luther King, Jr. Memorial Parkway",Dr Martin Luther King Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. Robert E. Cowling Memorial Highway,Dr Robert E Cowling,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. W. K. Jackson Parkway,Dr W K Jackson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Dr. Walter S. Mason, Jr. Memorial Highway",Dr Walter S Mason Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dr. William R. Bright Bypass,Dr William R Bright Bypass,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Duty Rowe Scenic Route 115,Duty Rowe Scenic Route 115,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Dwight C. Woodrell, Jr. Memorial Highway",Dwight C Woodrell Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Dwight F. Whelan Memorial Highway,Dwight F Whelan,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
E. A. Woods Memorial Highway,E A Woods,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
E. W. Marland Mem. Hwy,E W Marland Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Earl R. Gibble Mem. Hwy,Earl R Gibble Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Edgar L. Hamm Memorial Highway,Edgar L Hamm,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Edna Hennessee Memorial Highway,Edna Hennessee,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"Edward A. Hilliary, Jr. “Junior” Memorial Highway",Edward A Hilliary Jr Junior,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Eldon B. Davis Mem Hwy,Eldon B Davis Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Ethel Hedgeman Lyle Memorial Highway,Ethel Hedgeman Lyle,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Eugene Woodrow Wicker Memorial Highway,Eugene Woodrow Wicker,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Fire Chief Nolan Schmidt Memorial Highway,Fire Chief Nolan Schmidt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"First MCPON Delbert D. Black, US Navy, Memorial Highway",First MCPON Delbert D Black US Navy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Flavel D. Perry Hwy,Flavel D Perry Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Fox Drive,Fox,highway,https://www.odmp.org/officer/5052-corporal-ronnie-nile-fox,Corporal Ronnie Nile Fox,"Corporal Ronnie Fox, Detective David Sheehan, and Narcotics Agent Billy Morgan were killed when their plane crashed into Jack Fork Mountain in southeastern Oklahoma. The officers were searching for marijuana fields at the time. Corporal Fox had served with the McAlester Police Department for 12 years. He was survived by his wife.",38,12 years,Not available,Aircraft accident,"Thursday, July 30, 1981","Cause: Aircraft accident Related Line of Duty Deaths: Detective David J. Sheehan , Narcotics Agent Billy Fairl Morgan",100.0,,,,,,https://en.wikipedia.org/wiki/Fox_(surname),,[],,,,,,,,,
Frank Phillips Boulevard,Frank Phillips,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Frank Phillips Memorial Highway,Frank Phillips,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Freedom Freeway,Freedom Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Fren Holland Memorial Highway,Fren Holland,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
George Nigh Expressway,George Nigh,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Gerald Holmes Memorial Highway,Gerald Holmes,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Gold Star Families Memorial Highway,Gold Star Families,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Gordon Cooper Expressway,Gordon Cooper,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Great Western Cattle Trail,Great Western Cattle,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
H.B. Atkinson Highway,HB Atkinson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
"HM3 (FMF) Eric """"Doc"""" Warrne Memorial Highway",HM3 FMF Eric Doc Warrne,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harold Haltom Memorial Highway,Harold Haltom,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Harrah Road,Harrah,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Helen Cole Memorial Highway,Helen Cole,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Henry Bellmon Mem. Hwy,Henry Bellmon Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Henry S. Johnson Mem. Hwy,Henry S Johnson Mem Hwy,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Historic Chisholm Trail Bike Route,Historic Chisholm Trail Bike Route,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Historic Platt National Parkway,Historic Platt National,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Historic Route 66,Historic Route 66,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Honey Creek Pass,Honey Creek Pass,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
