input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
Border Patrol Agent Jarod Charles Dittman Memorial Highway,Border Patrol Agent Jarod Charles Dittman,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Border Patrol Agent Robert W. Rosas Jr. Memorial Highway,Border Patrol Agent Robert W Rosas Jr,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Bracero Memorial Highway,Bracero,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bracero_(surname),,[],,,,,,,,,
Buffalo Soldiers Memorial Highway,Buffalo Soldiers,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Buffalo_Soldier,,[],,,,,,,,,
Burbank Police Officer Matthew Pavelka Memorial Freeway,Burbank Police Officer Matthew Pavelka Memorial Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CAL FIRE Firefighter Braden Varney Memorial Highway,CAL FIRE Firefighter Braden Varney,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CAL FIRE Firefighter Christopher Lee Douglas Memorial Highway,CAL FIRE Firefighter Christopher Lee Douglas,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CAL FIRE Firefighter Cory Iverson Memorial Highway,CAL FIRE Firefighter Cory Iverson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CAL-FIRE Chief William R. Clayton Memorial Highway,CALFIRE Chief William R Clayton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CAL-FIRE Firefighter Matt Will Memorial Highway,CALFIRE Firefighter Matt Will,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CDF Firefighter Chris Kanton Memorial Highway,CDF Firefighter Chris Kanton,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CDF Firefighter Eva Marie Schicke Memorial Highway,CDF Firefighter Eva Marie Schicke,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CDF Firefighter John D. Guthrie Memorial Highway,CDF Firefighter John D Guthrie,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Lieutenant Michael Elvin Walker Memorial Highway,CHP Lieutenant Michael Elvin Walker,highway,https://www.odmp.org/officer/18107-lieutenant-michael-elvin-walker,Lieutenant Michael Elvin Walker,"Lieutenant Michael Walker was struck and killed by a vehicle while at the scene of an earlier accident on state Highway 17, just south of Glenwood Drive, in Glenwood. The previous accident occurred when a vehicle lost control on the wet road surface and went into a ditch. Lieutenant Walker, his partner, and a CalTrans employee had responded to the scene to investigate the accident and to help free the vehicle from the ditch. As Lieutenant Walker set out flares another vehicle lost control on the wet road surface and struck the back of the CalTrans truck. The truck was pushed forward and struck Lieutenant Walker. He was transported to a local hospital where he succumbed to his injuries one hour later. A CalTrans employee was also struck and seriously injured by the vehicle. The driver of the vehicle, who was driving too fast for the wet conditions, was killed in the accident. Lieutenant Walker had served with the California Highway Patrol for 24 years. He is survived by his wife and two daughters. On May 30, 2008, exactly 27 years after Lt. Walker was called to attend the CHP Academy, a section of State Route 17 encompassing the accident site was renamed ""CHP Lt. Michael Walker Memorial Highway"".",47,24 years,9919,Struck by vehicle,"Saturday, December 31, 2005",Cause: Struck by vehicle,100.0,,,,,,,,[],,,,,,,,,
CHP Officer A. Donald Hoover Memorial Highway,CHP Officer A Donald Hoover,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Alfred R. Turner Memorial Highway,CHP Officer Alfred R Turner,highway,https://www.odmp.org/officer/13503-officer-alfred-ray-turner,Officer Alfred Ray Turner,"Officer Alfred Turner succumbed to injuries received two weeks earlier when he made a traffic stop on I-5 near Los Banos. Unbeknownst to Officer Turner, the vehicle had just been reported stolen. As he approached the car, the suspect exited and began walking toward him. The man suddenly pulled out a .357 caliber handgun and opened fire, striking Officer Turner three times. Although critically wounded, Officer Turner was able to return fire and strike the suspect five times. Officer Turner was transported to St. Agnes Hospital, where he succumbed to his wounds after five operations. The suspect recovered from his wounds and was charged with murder. He was convicted and sentenced to life in prison. He was denied parole in 2010. He will be eligible for parole again in 2024. Officer Turner was a United States Navy veteran who served with the California Highway Patrol for seven years and was assigned to the Los Banos area. He is survived by his wife, daughter, and son.",35,7 years,6185,Gunfire,"Tuesday, December 16, 1975","Cause: Gunfire Incident Date: Thursday, December 4, 1975 Weapon: Handgun; .357 caliber Offender: Sentenced to life in prison",95.83333333333334,,,,,,,,[],,,,,,,,,
"CHP Officer Ambers O. ""Sonny"" Shewmaker Memorial Highway",CHP Officer Ambers O Sonny Shewmaker,highway,https://www.odmp.org/officer/12168-officer-ambers-o-shewmaker,Officer Ambers O. Shewmaker,"Officer Ambers Shewmaker was shot and killed when he stopped a vehicle for speeding on I-10, near Apache Trail, east of Benning. Unbeknownst to him, the car had been stolen and the driver was wanted for an earlier robbery in Riverside. As he was using his radio the suspect walked up beside his car and shot him point blank in the head. The suspect was apprehended 12 hours later after a high-speed chase in Palm Springs. The suspect was convicted of first-degree murder and sentenced to death on March 14th, 1971. He subsequently died in prison in 2006. Officer Shewmaker was a U.S. Army veteran and had served with the California Highway Patrol for nine months.  In November 2014 the portion of the I-10 freeway where he was shot was dedicated to Officer Shewmaker.",28,9 months,7059,Gunfire,"Monday, November 24, 1969",Cause: Gunfire Weapon: Handgun; 9 mm Offender: Sentenced to death,94.11764705882354,,,,,,,,[],,,,,,,,,
"CHP Officer Andre Maurice Moye, Jr. Memorial Freeway",CHP Officer Andre Maurice Moye Jr Memorial Freeway,highway,https://www.odmp.org/officer/24187-officer-andre-maurice-moye-jr,"Officer Andre Maurice Moye, Jr.","Officer Andre Moye was shot and killed after conducting a traffic stop near the junction of I-215 and Eastridge Avenue in Riverside. As Officer Moye completed paperwork to impound the vehicle the driver retrieved a rifle from it and opened fire. Despite being mortally wounded, Officer Moye was able to radio for assistance. Officers from the California Highway Patrol, Riverside Police Department, and Riverside County Sheriff's Office responded to the scene and engaged the subject in a prolonged shootout. Two other officers were wounded and the subject was killed. The subject who shot him was an active member of an outlaw motorcycle gang and had previously served 10 years in prison for attempted murder. Officer Moye had served with the California Highway Patrol for 3-1/2 years and was assigned to the Riverside Area Office. He is survived by his wife, mother, father, and siblings.",34,"3 years, 5 months",21641,Gunfire,"Monday, August 12, 2019",Cause: Gunfire Weapon: Rifle Offender: Shot and killed,93.5483870967742,,,,,,,,[],,,,,,,,,
"CHP Officer Andrew ""Andy"" Stevens Memorial Highway",CHP Officer Andrew Andy Stevens,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Archie E. Nichols Memorial Highway,CHP Officer Archie E Nichols,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Artie J. Hubbard Memorial Freeway,CHP Officer Artie J Hubbard Memorial Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Charles Lilly Memorial Highway,CHP Officer Charles Lilly,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Charles T. Smith Memorial Highway,CHP Officer Charles T Smith,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Charles “Chuck” Sorenson Memorial Highway,CHP Officer Charles Chuck Sorenson,highway,https://www.odmp.org/officer/12556-officer-charles-h-sorenson,Officer Charles H. Sorenson,"Officer Charles Sorenson was shot and killed in Rio Vista, California while chasing two suspected armed robbers. He was on patrol when he spotted the suspect vehicle traveling in the opposite direction. He gave chase to the vehicle until it crashed near the Rio Vista Bridge over the Sacramento River. The suspects fled into an abandoned house and then shot Officer Sorenson in the neck as he came around the corner. The two suspects then stole Officer Sorenson's cruiser and led other officers on a chase at speeds of 130 mph. The suspects were finally stopped when they rammed a police roadblock six miles east of Fairfield, killing Deputy Sheriff Hale Humphrey of the Solano County Sheriff's Department. Both suspects, ages 18 and 16, were apprehended and charged with the deaths of both officers. The 16-year-old suspect was turned over to the California Youth Authority. The 18-year-old suspect, who was the driver of the car and the gunman, was convicted of first-degree murder of Officer Sorenson and second-degree murder of Deputy Humphrey and sentenced to death on September 17th, 1963. On August 23rd, 1966, his sentence was commuted to life. He was paroled from Soledad Prison in September 1978. Officer Sorenson was a United States Navy veteran and had served with the California Highway Patrol for six years. He was survived by his wife, son, and parents.",32,6 years,2341,Gunfire,"Friday, March 15, 1963",Cause: Gunfire Weapon: Handgun Offender: Paroled in 1978 Related Line of Duty Deaths: Deputy Sheriff Hale Humphrey,94.11764705882354,,,,,,,,[],,,,,,,,,
CHP Officer Christopher D. Lydon Memorial Freeway,CHP Officer Christopher D Lydon Memorial Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Dale E. Newby Memorial Highway,CHP Officer Dale E Newby,highway,https://www.odmp.org/officer/9921-officer-dale-e-newby,Officer Dale E. Newby,"Officer Newby was shot and killed by a motorist he had pulled over for speeding and erratic driving on I-5 north of Stockton, California.  Officer Newby scuffled with the motorist, an ex-mental patient, who opened fire with a .357 handgun.  Officer Newby was struck in the hand, then twice in the back as he retreated to his vehicle for cover.  The suspect then fled and took a hostage, whom he shot and killed before taking his own life. Officer Newby had been with the agency for 15 years.",36,15 years,5519,Gunfire,"Saturday, July 17, 1982",Cause: Gunfire Weapon: Handgun; .357 caliber Offender: Committed suicide,97.5609756097561,,,,,,,,[],,,,,,,,,
CHP Officer Dan N. Benavides M0emorial Highway,CHP Officer Dan N Benavides M0emorial,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Daniel J. Muehlhausen Memorial Highway,CHP Officer Daniel J Muehlhausen,highway,https://www.odmp.org/officer/14927-officer-daniel-james-muehlhausen,Officer Daniel James Muehlhausen,"Officer Daniel James Muehlhausen was killed after being struck head-on by a motorist who veered onto his side of the highway on Highway 62 east of Highway 177, approximately 30 miles east of Desert Center. Officer Muehlhausen was checking a remote area of the highway for a disabled vehicle at approximately 11:15 am when the oncoming vehicle attempted to illegally pass another car on a hill. Both cars burst into flames upon impact. The juvenile occupants of the other car were also killed. Officer Muehlhausen had served with the California Highway Patrol for two years. He was survived by his parents.",30,2 years,13933,Automobile crash,"Sunday, June 1, 1997",Cause: Automobile crash,93.33333333333333,,,,,,,,[],,,,,,,,,
CHP Officer David M. Romero Memorial Highway,CHP Officer David M Romero,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer David W. Manning Memorial Freeway,CHP Officer David W Manning Memorial Freeway,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Don J. Burt Memorial Highway,CHP Officer Don J Burt,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Douglas “Scott” Russell Memorial Freeway,CHP Officer Douglas Scott Russell Memorial Freeway,highway,https://www.odmp.org/officer/18965-officer-douglas-scott-russell,Officer Douglas Scott Russell,"Officer Douglas Russell was struck and killed while deploying stop sticks to stop a vehicle involved in a pursuit on Highway 50. The pursuit began after Rancho Cordova police were dispatched to conduct a welfare check on a person in a brown four-door sedan parked on Horn Road. As officers approached the driver sped off, tossing items out of his vehicle.  A police pursuit ensued proceeding eastbound Highway 50. Officer Russell was deploying the spike strips at Highway 50 and Ponderosa Road when the car intentionally swerved and hit him. He was airlifted to the University of California Davis Medical Center where he succumbed to his injuries. After striking Officer Russell the vehicle continued until officers were able to spin the car and stop it on Missouri Flat Road. The driver was taken into custody and transported to Sutter Roseville Medical Center. The suspect was convicted in 2010 and sentenced to death. Officer Russell had served with the California Highway Patrol for 22 years and was assigned to the Placerville office.  He is survived by his wife and mother.",46,22 years,11619,Vehicular assault,"Tuesday, July 31, 2007",Cause: Vehicular assault Weapon: Automobile Offender: Sentenced to death,100.0,,,,,,,,[],,,,,,,,,
CHP Officer Earl Scott Memorial Highway,CHP Officer Earl Scott,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Erick S. Manny Memorial Highway,CHP Officer Erick S Manny,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Ernest R. Felio Memorial Highway,CHP Officer Ernest R Felio,highway,https://www.odmp.org/officer/4786-officer-ernest-ray-felio,Officer Ernest Ray Felio,"Officer Ernest Felio was shot and killed after making a traffic stop in Smith River. A witness testified he heard a brief conversation between Officer Felio and the suspect before hearing gunshots. The suspect shot Officer Felio twice and then took his service revolver. The suspect was later apprehended and sentenced to death. He committed suicide in jail by hanging himself in his cell. Officer Felio had served with the California Highway Patrol for 18 years. He was survived by his wife, four daughters, and three grandchildren.",49,18 years,3202,Gunfire,"Sunday, September 7, 1980",Cause: Gunfire Weapon: Handgun; .38 caliber Offender: Committed suicide,95.65217391304348,,,,,,,,[],,,,,,,,,
CHP Officer George W. Redding Memorials,CHP Officer George W Redding Memorials,highway,https://www.odmp.org/officer/11078-officer-george-w-redding,Officer George W. Redding,"Officer George Redding was killed in a freak accident after responding to an accident in which a vehicle struck a telephone pole on Highway 273 South near Happy Valley Road. As Officer Redding exited his cruiser, another passing car struck the downed line, causing it to fly across the street, wrap around Officer Redding's ankle, throwing him into the air and to the ground. He was killed almost instantly when he struck the ground. Officer Redding had served with the California Highway Patrol for 11 years and was assigned to the Redding area for eight years. He was survived by his wife, two sons, a daughter, a brother, and four sisters.",43,11 years,4282,Automobile crash,"Wednesday, August 17, 1977",Cause: Automobile crash,96.0,,,,,,,,[],,,,,,,,,
CHP Officer Hugo Olazar Memorial Highway,CHP Officer Hugo Olazar,highway,https://www.odmp.org/officer/10146-officer-hugo-olazar,Officer Hugo Olazar,"Officer Hugo Olazar was killed when his patrol car was rear-ended by a vehicle on I-280. He and his partner had just pulled to the shoulder of the road when a drunk driver traveling at a high rate of speed struck their patrol car. The impact caused both doors to be jammed shut and the patrol car to burst into flames. Officer Olazar's partner was able to free himself by shooting out his window and crawling out. After an unsuccessful attempt to free Officer Olazar, his partner was able to free the three occupants of the pickup truck. The driver was charged with DUI, vehicular manslaughter, and driving on a suspended license. Officer Olazar had served with the California Highway Patrol for seven years. He was survived by his wife, daughter, parents, and two brothers.",35,7 years,10371,Vehicular assault,"Saturday, September 2, 1989",Cause: Vehicular assault Weapon: Automobile; Alcohol involved Offender: Charged with manslaughter,100.0,,,,,,,,[],,,,,,,,,
"CHP Officer James J. Schumacher, Jr., Memorial Highway",CHP Officer James J Schumacher Jr,highway,https://www.odmp.org/officer/11927-officer-james-j-schumacher-jr,"Officer James J. Schumacher, Jr.",Officer Schumacher was struck by a vehicle and killed while issuing a traffic citation to a vehicle on U.S. Highway 99. While obtaining the driver's signature the vehicle was sideswiped and Officer Schumacher was dragged more than 100 feet. The driver of the vehicle that struck him had fallen asleep. He was charged with manslaughter. Officer Schumacher had been with the agency for 12 years and was survived by his wife and two sons.,33,12 years,7164,Struck by vehicle,"Saturday, June 13, 1981",Cause: Struck by vehicle,95.08196721311475,,,,,,,,[],,,,,,,,,
"CHP Officer John ""Jack"" Armatoski Memorial Highway",CHP Officer John Jack Armatoski,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer John Bailey Memorial Freeway,CHP Officer John Bailey Memorial Freeway,highway,https://www.odmp.org/officer/18179-officer-john-bailey,Officer John Bailey,"Officer John Bailey was struck and killed by a drunk driver while conducting a traffic stop on I-15, north of Oak Hill Road in Hesperia. He had approached the stopped vehicle on the passenger side to speak with the driver. As he did so, another vehicle traveled onto the shoulder at a high rate of speed and struck Officer Bailey's motorcycle, the stopped vehicle, and the officer. The vehicle struck with such force that the stopped vehicle was pushed back into the freeway and overturned. All three parties were flown to a local hospital where Officer Bailey succumbed to his injuries. The suspected drunk driver was taken into custody at the hospital and charged with felony driving under the influence.  On July 27th, 2007, he plead guilty to gross vehicular manslaughter and agreed to receive the maximum sentence of 10 years in state prison. Officer Bailey was a veteran of the United States Army and the California National Guard and had just returned from serving a tour of duty in Iraq during the War on Terrorism. He had served with the California Highway Patrol for 11 years and was assigned to the Rancho Cucamonga office. He is survived by his wife, two daughters, two sons, parents, and sister.",36,11 years,14664,Vehicular assault,"Saturday, February 25, 2006",Cause: Vehicular assault Weapon: Automobile; Alcohol involved Offender: Sentenced to 10 years,100.0,,,,,,,,[],,,,,,,,,
CHP Officer John P. Miller Memorial Highway,CHP Officer John P Miller,highway,https://www.odmp.org/officer/19060-officer-john-miller,Officer John Miller,"Officer John Miller was killed in an automobile crash while searching for a reported drunk driver. He was driving south on North Livermore Avenue about one mile north of I-580 when he lost control of his patrol car around a sharp curve and struck a tree. Officers from the Livermore Police Department located the drunken driving suspect on eastbound I-580 near Greenville Road, and he was arrested by the California Highway Patrol on suspicion of DUI, evading police, and driving without a license. After being arrested he was taken into custody by Immigration and Customs Enforcement and deported for being in the country illegally. In 2009 State Highway Route 580 from Airway Boulevard to North Flynn Road in Livermore was designated as the CHP Officer John P. Miller Memorial Highway. Officer Miller had served with the California Highway Patrol for one year and was assigned to the Dublin Station. He is survived by his wife and two children.",32,1 year,18414,Automobile crash,"Friday, November 16, 2007",Cause: Automobile crash,100.0,,,,,,,,[],,,,,,,,,
CHP Officer John Pedro Memorial Highway,CHP Officer John Pedro,highway,https://www.odmp.org/officer/16293-officer-john-pedro,Officer John Pedro,"Officer John Pedro was killed in an automobile accident in Santa Cruz County while attempting to stop a vehicle at 6:59 am. Officer Pedro, who had only been on duty for 14 minutes, turned on his emergency lights and accelerated onto an exit ramp from Highway 1 near Watsonville. As he did so, his patrol car went out of control and overturned several times before striking a tree. Officer Pedro was a U.S. Army veteran and had served with the California Highway Patrol for 13 years. He is survived by his wife, also a California Highway Patrol officer, and 2-year-old daughter. In June 2005, a stretch of Highway 1 between Harkins Slough Road and the Pajaro River Bridge was renamed the John Pedro Memorial Freeway.",36,13 years,12918,Automobile crash,"Monday, June 3, 2002",Cause: Automobile crash,100.0,,,,,,,,[],,,,,,,,,
CHP Officer Johnny R. Martinez Memorial Highway,CHP Officer Johnny R Martinez,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Joseph P. Sanders Memorial Highway,CHP Officer Joseph P Sanders,highway,https://www.odmp.org/officer/19700-officer-joseph-paul-sanders,Officer Joseph Paul Sanders,"Officer Joseph Sanders was struck and killed by the driver of a vehicle while he was directing traffic at the scene of a previous accident on the Pomona Freeway in Hacienda Heights. The vehicle that struck him had collided with another car on the rain-slicked highway at approximately 4:20 am. Officer Sanders was flown to a nearby hospital where he succumbed to his injuries. The suspect pled guilty to involuntary vehicular manslaughter in exchange for a reduced sentence. Officer Sanders was a United States Marine Corps veteran and had served with the California Highway Patrol for 14 months. He was survived by his expectant wife and three sons. His daughter was born on June 3rd, 2009.",29,"1 year, 2 months",18781,Struck by vehicle,"Monday, December 15, 2008",Cause: Struck by vehicle,94.11764705882352,,,,,,,,[],,,,,,,,,
CHP Officer Kirk Griess Memorial Highway,CHP Officer Kirk Griess,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
CHP Officer Larry L. Wetterling and San Bernardino County Sheriff's Lieutenant Alfred E. Stewart Memorial Highway,CHP Officer Larry L Wetterling and San Bernardino County Sheriffs Lieutenant Alfred E Stewart,highway,https://www.odmp.org/officer/14034-officer-larry-l-wetterling,Officer Larry L. Wetterling,"Officer Larry Wetterling was shot and killed when he stopped to help a motorist with a flat tire on Interstate 15. He did not know that the motorist was a convicted felon with a stolen car. The felon shot Officer Wetterling and fled in his patrol car. A few miles away, he crashed into an embankment and then ran to a nearby gas station, where he shot and killed the attendant. During a police search, the suspect shot and killed Lieutenant Alfred Stewart of the San Bernardino County Sheriff's Department and wounded a civilian ride-along. A passerby, who witnessed the shooting, shot and wounded the suspect. The suspect was convicted of three counts of first-degree murder and sentenced to death. His conviction was later overturned and commuted to life. He died in prison in 2014. Officer Wetterling had served with the California Highway Patrol for six years. He was survived by his wife, two daughters, parents, and two sisters. A portion of I-15 was renamed the CHP Larry L. Wetterling and San Bernardino Sheriff's Lieutenant Alfred E. Stewart Memorial Highway.",30,6 years,5966,Gunfire,"Friday, March 9, 1973",Cause: Gunfire Weapon: Handgun; .38 caliber Offender: Sentenced to life Related Line of Duty Deaths: Lieutenant Alfred Elder Stewart,96.2962962962963,,,,,,,,[],,,,,,,,,
CHP Officer Michael Allen Brandt Memorial Highway,CHP Officer Michael Allen Brandt,highway,https://www.odmp.org/officer/2184-officer-michael-allen-brandt,Officer Michael Allen Brandt,"Officer Michael Brandt was killed in an automobile crash while chasing a suspected drunk driver on California State Route 74 near Palm Desert. During the pursuit, Officer Brandt's vehicle went over a 15-foot embankment and overturned. The vehicle he was chasing was found 150 feet down the side of a mountain, with the driver and two children being ejected. The driver was originally charged with felony DUI, felony manslaughter, and child endangerment. He pleaded guilty to child endangerment, two counts of drunken driving, and causing injury to others and was given a maximum sentence of six years. Officer Brandt had been with the California Highway Patrol for eight years. He was survived by his wife, two daughters, and parents.",35,8 years,9483,Vehicle pursuit,"Monday, April 6, 1987",Cause: Vehicle pursuit Weapon: Automobile Offender: Six years in prison,100.0,,,,,,,,[],,,,,,,,,
